language,model,iteration,id,nloc,ccn,token_count,param_count,length,top_nesting_level,flake8,pylint
chinese,claude,1,ClassEval_49::get_job_applicants,6,3,37,2,17,1,5,9
chinese,claude,1,ClassEval_49::post_job,9,2,46,5,21,2,4,8
chinese,claude,1,ClassEval_49::remove_job,3,2,23,2,13,1,2,7
chinese,claude,1,ClassEval_49::search_jobs,6,3,40,2,16,1,4,7
chinese,claude,1,ClassEval_49::submit_resume,7,1,35,4,19,1,4,6
chinese,claude,1,ClassEval_49::withdraw_resume,3,2,23,2,13,1,2,7
chinese,claude,1,ClassEval_4::add_course_score,5,3,56,4,15,1,2,8
chinese,claude,1,ClassEval_4::add_student,7,1,37,4,16,1,2,5
chinese,claude,1,ClassEval_4::get_all_students_with_fail_course,11,5,57,1,23,1,4,9
chinese,claude,1,ClassEval_4::get_course_average,10,4,54,2,18,1,4,8
chinese,claude,1,ClassEval_4::get_gpa,11,5,76,2,32,1,7,12
chinese,claude,1,ClassEval_4::get_top_student,11,5,54,1,24,1,4,10
chinese,claude,1,ClassEval_50::process_json,22,7,153,5,51,2,18,28
chinese,claude,1,ClassEval_50::read_json,9,3,53,2,18,2,5,14
chinese,claude,1,ClassEval_50::write_json,10,4,81,3,25,1,10,18
chinese,claude,1,ClassEval_51::fleiss_kappa,21,6,152,4,51,1,7,21
chinese,claude,1,ClassEval_51::kappa,11,8,147,2,31,1,8,20
chinese,claude,1,ClassEval_52::get_pos_tag,15,7,92,3,32,2,15,22
chinese,claude,1,ClassEval_52::lemmatize_sentence,23,8,154,5,43,2,19,27
chinese,claude,1,ClassEval_52::remove_punctuation,2,1,26,2,10,1,3,7
chinese,claude,1,ClassEval_53::add_word,4,2,31,2,8,1,1,5
chinese,claude,1,ClassEval_53::find_longest_word,15,7,102,5,34,2,9,14
chinese,claude,1,ClassEval_54::create_board,21,5,154,1,42,1,9,20
chinese,claude,1,ClassEval_54::has_path,60,38,596,17,96,1,29,57
chinese,claude,1,ClassEval_54::is_game_over,6,4,27,1,17,1,1,5
chinese,claude,1,ClassEval_54::is_valid_move,76,43,648,21,118,1,33,68
chinese,claude,1,ClassEval_54::remove_icons,5,1,42,3,13,1,2,11
chinese,claude,1,ClassEval_55::palindromic_length,7,4,64,4,23,1,4,7
chinese,claude,1,ClassEval_55::palindromic_string,27,8,188,1,53,1,13,20
chinese,claude,1,ClassEval_56::accuracy,7,5,66,3,18,1,5,6
chinese,claude,1,ClassEval_56::f1_score,17,13,157,3,33,1,7,12
chinese,claude,1,ClassEval_56::precision,9,6,70,3,25,1,9,9
chinese,claude,1,ClassEval_56::recall,13,6,73,3,26,1,6,8
chinese,claude,1,ClassEval_56::update,10,10,78,3,19,1,2,9
chinese,claude,1,ClassEval_57::map,25,8,145,3,71,2,8,13
chinese,claude,1,ClassEval_57::mrr,18,7,119,3,46,2,5,11
chinese,claude,1,ClassEval_58::check_won,7,5,61,2,21,1,4,8
chinese,claude,1,ClassEval_58::generate_mine_sweeper_map,17,13,236,1,34,1,12,26
chinese,claude,1,ClassEval_58::generate_playerMap,2,3,30,1,10,1,2,8
chinese,claude,1,ClassEval_58::sweep,20,15,226,3,44,1,11,32
chinese,claude,1,ClassEval_59::add_movie,12,1,109,6,33,1,11,17
chinese,claude,1,ClassEval_59::available_movies,15,6,111,4,36,2,6,9
chinese,claude,1,ClassEval_59::book_ticket,13,9,100,3,36,1,5,10
chinese,claude,1,ClassEval_5::display,4,1,20,3,14,1,3,5
chinese,claude,1,ClassEval_5::interpret,22,14,160,2,47,1,15,18
chinese,claude,1,ClassEval_60::create_table,23,6,101,5,29,2,8,16
chinese,claude,1,ClassEval_60::delete_ticket,4,1,35,2,9,1,1,6
chinese,claude,1,ClassEval_60::insert_ticket,7,1,46,5,15,1,3,7
chinese,claude,1,ClassEval_60::search_tickets_by_customer,5,1,37,2,15,1,2,5
chinese,claude,1,ClassEval_61::add_song,2,1,16,2,11,1,2,6
chinese,claude,1,ClassEval_61::play,4,3,24,1,14,1,2,7
chinese,claude,1,ClassEval_61::previous_song,14,7,81,1,26,1,4,14
chinese,claude,1,ClassEval_61::remove_song,3,2,23,2,13,1,2,7
chinese,claude,1,ClassEval_61::set_volume,6,2,26,2,16,1,2,7
chinese,claude,1,ClassEval_61::shuffle,5,2,24,1,15,1,5,11
chinese,claude,1,ClassEval_61::stop,6,2,25,1,16,1,2,8
chinese,claude,1,ClassEval_61::switch_song,17,6,94,1,30,1,4,17
chinese,claude,1,ClassEval_62::construct_stop_word_list,2,1,14,1,8,1,1,4
chinese,claude,1,ClassEval_62::process,8,4,59,2,17,2,4,8
chinese,claude,1,ClassEval_62::remove_stop_words,7,5,62,3,15,1,2,5
chinese,claude,1,ClassEval_63::calculate_word_frequency,7,3,70,2,19,1,6,8
chinese,claude,1,ClassEval_63::process,12,7,126,2,30,1,9,9
chinese,claude,1,ClassEval_63::process_data,8,5,65,2,18,1,2,5
chinese,claude,1,ClassEval_64::binary_to_decimal,8,3,49,1,18,1,3,6
chinese,claude,1,ClassEval_64::decimal_to_binary,11,4,53,1,22,1,5,9
chinese,claude,1,ClassEval_64::decimal_to_hex,2,1,15,1,9,1,1,4
chinese,claude,1,ClassEval_64::decimal_to_octal,12,4,56,1,23,1,5,8
chinese,claude,1,ClassEval_64::hex_to_decimal,2,1,13,1,9,1,1,4
chinese,claude,1,ClassEval_64::octal_to_decimal,8,2,54,1,18,1,3,6
chinese,claude,1,ClassEval_65::format,64,21,460,7,92,2,21,23
chinese,claude,1,ClassEval_65::format_string,56,20,397,7,82,2,21,23
chinese,claude,1,ClassEval_65::parse_more,10,1,44,2,19,1,2,5
chinese,claude,1,ClassEval_65::trans_three,25,9,232,2,46,1,13,16
chinese,claude,1,ClassEval_65::trans_two,21,7,157,2,34,1,7,12
chinese,claude,1,ClassEval_66::is_hex_char,4,3,23,1,12,1,2,5
chinese,claude,1,ClassEval_66::replace,14,4,96,3,42,3,6,12
chinese,claude,1,ClassEval_67::add_dish,21,7,121,2,43,1,5,12
chinese,claude,1,ClassEval_67::calculate_total,9,2,59,1,25,1,4,9
chinese,claude,1,ClassEval_67::checkout,4,2,20,1,15,1,2,6
chinese,claude,1,ClassEval_68::get_page,10,5,76,2,23,1,6,13
chinese,claude,1,ClassEval_68::get_page_info,21,3,114,2,47,1,7,17
chinese,claude,1,ClassEval_68::search,18,4,88,2,42,1,7,12
chinese,claude,1,ClassEval_69::extract_text_from_pdfs,10,4,48,1,22,1,4,8
chinese,claude,1,ClassEval_69::merge_pdfs,11,4,77,4,31,2,10,19
chinese,claude,1,ClassEval_6::get,11,2,81,2,25,1,5,11
chinese,claude,1,ClassEval_6::setNum,5,1,31,1,13,1,1,1
chinese,claude,1,ClassEval_70::_validate_name,4,3,27,2,9,1,1,4
chinese,claude,1,ClassEval_70::_validate_phoneNumber,7,5,51,2,17,1,4,9
chinese,claude,1,ClassEval_70::_validate_sex,6,2,32,2,11,1,1,5
chinese,claude,1,ClassEval_71::check_win,8,4,41,1,20,1,3,9
chinese,claude,1,ClassEval_71::init_game,15,6,117,1,28,1,3,16
chinese,claude,1,ClassEval_71::move,45,22,441,2,80,1,23,55
chinese,claude,1,ClassEval_72::extract_email,3,1,21,2,11,2,4,9
chinese,claude,1,ClassEval_72::findall,2,1,19,3,11,2,7,13
chinese,claude,1,ClassEval_72::generate_email_pattern,2,1,9,1,9,1,2,5
chinese,claude,1,ClassEval_72::generate_phone_number_pattern,2,1,9,1,9,1,4,7
chinese,claude,1,ClassEval_72::generate_split_sentences_pattern,2,1,9,1,9,1,2,5
chinese,claude,1,ClassEval_72::match,4,2,24,3,13,1,6,10
chinese,claude,1,ClassEval_72::split,2,1,19,3,11,1,7,11
chinese,claude,1,ClassEval_72::split_sentences,17,7,113,2,34,2,1,1
chinese,claude,1,ClassEval_72::sub,2,1,23,4,12,2,7,13
chinese,claude,1,ClassEval_72::validate_phone_number,5,2,26,2,15,2,4,10
chinese,claude,1,ClassEval_73::attack,3,1,27,2,12,1,1,5
chinese,claude,1,ClassEval_73::gain_exp,5,2,38,2,17,1,2,11
chinese,claude,1,ClassEval_73::heal,3,1,24,1,10,1,1,5
chinese,claude,1,ClassEval_73::is_alive,2,1,12,1,9,1,1,5
chinese,claude,1,ClassEval_73::level_up,8,2,56,1,16,1,1,14
chinese,claude,1,ClassEval_74::add_white_list,7,3,44,2,17,1,3,7
chinese,claude,1,ClassEval_74::del_white_list,8,3,46,2,17,1,2,7
chinese,claude,1,ClassEval_74::recv,8,4,53,2,19,1,4,8
chinese,claude,1,ClassEval_74::send,12,5,52,2,22,1,4,10
chinese,claude,1,ClassEval_74::show,14,6,71,7,25,2,4,10
chinese,claude,1,ClassEval_75::add_item,4,2,41,5,14,2,2,7
chinese,claude,1,ClassEval_75::remove_item,5,3,50,3,14,1,1,8
chinese,claude,1,ClassEval_75::total_price,5,2,33,1,14,1,1,5
chinese,claude,1,ClassEval_75::view_items,14,7,129,9,24,2,4,8
chinese,claude,1,ClassEval_76::add_user,6,2,29,2,16,1,1,7
chinese,claude,1,ClassEval_76::all_not_signed_in,2,3,25,1,13,1,2,5
chinese,claude,1,ClassEval_76::all_signed_in,7,4,33,1,18,1,3,9
chinese,claude,1,ClassEval_76::check_sign_in,4,2,25,2,16,1,1,6
chinese,claude,1,ClassEval_76::sign_in,6,2,29,2,15,1,1,7
chinese,claude,1,ClassEval_77::eat_food,9,3,64,1,25,1,5,14
chinese,claude,1,ClassEval_77::move,13,4,104,2,33,1,5,16
chinese,claude,1,ClassEval_77::random_food_position,8,3,61,1,16,1,3,13
chinese,claude,1,ClassEval_77::reset,5,1,31,1,15,1,2,10
chinese,claude,1,ClassEval_78::count_words,9,3,46,2,22,1,4,8
chinese,claude,1,ClassEval_78::process_text_file,9,4,64,2,23,1,6,9
chinese,claude,1,ClassEval_78::split_sentences,25,11,157,2,48,1,10,12
chinese,claude,1,ClassEval_79::delete,2,1,11,2,9,1,1,5
chinese,claude,1,ClassEval_79::insert,18,7,125,2,34,1,6,9
chinese,claude,1,ClassEval_79::select,12,6,77,5,33,2,6,11
chinese,claude,1,ClassEval_79::select_by_age_range,2,1,13,3,10,1,2,5
chinese,claude,1,ClassEval_79::select_female_under_age,2,1,11,2,9,1,1,4
chinese,claude,1,ClassEval_79::update,10,3,63,3,24,1,7,8
chinese,claude,1,ClassEval_7::check_balanced_brackets,11,6,77,1,21,1,4,8
chinese,claude,1,ClassEval_7::clear_expr,3,3,41,1,11,1,2,6
chinese,claude,1,ClassEval_80::delete,8,3,51,2,18,1,3,6
chinese,claude,1,ClassEval_80::insert,5,2,43,2,13,1,1,4
chinese,claude,1,ClassEval_80::select,15,5,86,3,30,1,5,8
chinese,claude,1,ClassEval_80::update,13,4,85,3,27,1,5,7
chinese,claude,1,ClassEval_81::correlation,11,5,127,2,29,1,6,12
chinese,claude,1,ClassEval_81::correlation_matrix,22,15,250,3,49,2,20,27
chinese,claude,1,ClassEval_81::mean,4,2,24,1,13,1,2,5
chinese,claude,1,ClassEval_81::median,9,3,46,1,22,1,4,10
chinese,claude,1,ClassEval_81::mode,9,5,68,1,25,1,6,9
chinese,claude,1,ClassEval_81::standard_deviation,7,3,52,1,17,1,3,7
chinese,claude,1,ClassEval_81::z_score,6,3,62,1,21,1,6,8
chinese,claude,1,ClassEval_82::add_stock,2,1,16,2,11,1,2,6
chinese,claude,1,ClassEval_82::buy_stock,11,4,76,2,32,1,6,13
chinese,claude,1,ClassEval_82::calculate_portfolio_value,5,2,31,1,14,1,3,7
chinese,claude,1,ClassEval_82::get_portfolio_summary,9,2,66,1,21,1,6,10
chinese,claude,1,ClassEval_82::get_stock_value,2,1,18,2,11,1,3,5
chinese,claude,1,ClassEval_82::remove_stock,12,5,80,2,23,1,4,8
chinese,claude,1,ClassEval_82::sell_stock,16,5,94,2,41,1,9,13
chinese,claude,1,ClassEval_83::create_student_table,23,5,101,8,37,2,9,14
chinese,claude,1,ClassEval_83::delete_student_by_name,4,1,35,2,14,1,2,6
chinese,claude,1,ClassEval_83::insert_student,25,4,129,5,42,2,9,13
chinese,claude,1,ClassEval_83::search_student_by_name,8,1,52,2,20,1,5,10
chinese,claude,1,ClassEval_84::process_file,7,3,71,1,22,1,4,9
chinese,claude,1,ClassEval_84::read_file,3,1,28,1,10,1,1,6
chinese,claude,1,ClassEval_84::read_file_as_json,4,1,32,1,14,1,3,8
chinese,claude,1,ClassEval_84::write_file,3,1,33,2,11,1,1,6
chinese,claude,1,ClassEval_85::auto_check_conflict,13,5,60,1,30,1,1,12
chinese,claude,1,ClassEval_85::auto_set_mode,5,2,27,1,12,1,1,8
chinese,claude,1,ClassEval_85::get_mode,4,2,24,1,8,1,1,5
chinese,claude,1,ClassEval_85::get_target_temperature,2,1,10,1,8,1,1,5
chinese,claude,1,ClassEval_85::set_mode,4,2,28,2,11,1,1,5
chinese,claude,1,ClassEval_85::set_target_temperature,2,1,13,2,9,1,1,5
chinese,claude,1,ClassEval_85::simulate_operation,21,9,123,6,51,2,8,12
chinese,claude,1,ClassEval_86::check_winner,12,11,240,1,29,1,9,32
chinese,claude,1,ClassEval_86::is_board_full,6,5,31,1,12,1,1,6
chinese,claude,1,ClassEval_86::make_move,11,8,103,3,30,1,6,17
chinese,claude,1,ClassEval_87::add_seconds,5,2,41,3,12,2,5,11
chinese,claude,1,ClassEval_87::datetime_to_string,2,1,15,2,9,1,1,4
chinese,claude,1,ClassEval_87::get_current_date,2,1,17,1,8,1,3,7
chinese,claude,1,ClassEval_87::get_current_time,2,1,17,1,9,2,3,9
chinese,claude,1,ClassEval_87::get_format_time,2,1,21,7,14,1,2,5
chinese,claude,1,ClassEval_87::get_minutes,7,1,56,3,20,1,5,9
chinese,claude,1,ClassEval_87::string_to_datetime,29,8,182,2,50,1,12,14
chinese,claude,1,ClassEval_88::cos,3,1,23,2,13,2,4,11
chinese,claude,1,ClassEval_88::factorial,9,5,50,2,16,1,1,6
chinese,claude,1,ClassEval_88::sin,3,1,22,2,10,1,1,6
chinese,claude,1,ClassEval_88::tan,3,1,23,2,12,1,4,9
chinese,claude,1,ClassEval_88::taylor,7,2,68,3,21,2,7,15
chinese,claude,1,ClassEval_89::_generate_cards,3,1,17,1,6,1,1,5
chinese,claude,1,ClassEval_89::answer,11,4,71,2,31,1,7,13
chinese,claude,1,ClassEval_89::evaluate_expression,6,2,31,2,19,1,2,6
chinese,claude,1,ClassEval_89::get_my_cards,2,2,24,1,8,1,3,7
chinese,claude,1,ClassEval_8::deposit,5,2,27,2,10,1,1,6
chinese,claude,1,ClassEval_8::transfer,6,3,33,3,17,1,2,7
chinese,claude,1,ClassEval_8::view_balance,2,1,10,1,5,1,1,5
chinese,claude,1,ClassEval_8::withdraw,7,3,39,2,13,1,1,7
chinese,claude,1,ClassEval_90::get_fragment,5,2,36,3,12,2,5,10
chinese,claude,1,ClassEval_90::get_host,4,1,24,1,12,1,3,7
chinese,claude,1,ClassEval_90::get_path,9,4,57,1,22,1,7,11
chinese,claude,1,ClassEval_90::get_query_params,16,7,134,4,36,2,16,20
chinese,claude,1,ClassEval_90::get_scheme,4,1,24,1,12,1,3,7
chinese,claude,1,ClassEval_91::add,4,2,31,2,13,1,2,6
chinese,claude,1,ClassEval_91::fix_path,2,1,13,1,11,1,2,5
chinese,claude,1,ClassEval_91::parse,9,5,58,3,24,1,5,12
chinese,claude,1,ClassEval_92::delete_user_by_username,4,1,35,2,13,1,1,6
chinese,claude,1,ClassEval_92::insert_user,4,1,38,3,13,1,2,6
chinese,claude,1,ClassEval_92::search_user_by_username,3,1,29,2,13,1,2,6
chinese,claude,1,ClassEval_92::validate_user_login,8,2,54,3,21,1,4,7
chinese,claude,1,ClassEval_93::compute_idf_weight_dict,5,2,46,2,14,1,4,8
chinese,claude,1,ClassEval_93::cosine_similarities,8,2,69,2,28,1,14,16
chinese,claude,1,ClassEval_93::n_similarity,8,1,73,2,23,1,10,14
chinese,claude,1,ClassEval_93::similarity,8,3,62,2,26,1,9,14
chinese,claude,1,ClassEval_94::add_item,5,2,48,4,17,1,2,8
chinese,claude,1,ClassEval_94::display_items,9,3,57,1,22,1,5,9
chinese,claude,1,ClassEval_94::insert_coin,5,2,30,3,15,2,3,8
chinese,claude,1,ClassEval_94::purchase_item,11,4,66,2,34,1,8,15
chinese,claude,1,ClassEval_94::restock_item,6,2,34,3,19,1,3,8
chinese,claude,1,ClassEval_95::add_product,5,2,48,4,15,1,1,7
chinese,claude,1,ClassEval_95::change_order_status,4,2,31,3,16,1,2,8
chinese,claude,1,ClassEval_95::create_order,11,3,68,4,33,1,4,12
chinese,claude,1,ClassEval_95::get_product_quantity,4,2,27,2,15,1,1,6
chinese,claude,1,ClassEval_95::track_order,4,2,28,2,13,1,1,6
chinese,claude,1,ClassEval_95::update_product_quantity,3,2,28,3,10,1,1,6
chinese,claude,1,ClassEval_96::celsius_to_fahrenheit,2,1,16,1,11,1,2,6
chinese,claude,1,ClassEval_96::fahrenheit_to_celsius,2,1,18,1,11,1,2,6
chinese,claude,1,ClassEval_96::query,13,7,97,3,29,1,6,11
chinese,claude,1,ClassEval_96::set_city,2,1,13,2,12,1,2,6
chinese,claude,1,ClassEval_97::is_valid_input,18,5,127,2,40,1,11,10
chinese,claude,1,ClassEval_97::text2int,39,7,267,2,56,1,10,13
chinese,claude,1,ClassEval_98::find_element,4,3,37,2,17,1,1,6
chinese,claude,1,ClassEval_98::process_xml_data,25,10,155,5,54,2,10,20
chinese,claude,1,ClassEval_98::read_xml,6,2,38,3,18,2,4,10
chinese,claude,1,ClassEval_98::write_xml,19,6,109,5,38,2,9,18
chinese,claude,1,ClassEval_99::create_zip_file,16,7,111,3,34,1,15,20
chinese,claude,1,ClassEval_99::extract_all,13,5,92,4,30,2,11,19
chinese,claude,1,ClassEval_99::extract_file,10,3,65,3,24,1,7,15
chinese,claude,1,ClassEval_99::read_zip_file,12,5,68,3,24,2,8,16
chinese,claude,1,ClassEval_9::add,46,20,387,4,86,1,23,34
chinese,claude,1,ClassEval_9::multiply,25,10,214,2,54,1,10,15
chinese,claude,1,ClassEval_9::subtract,31,13,250,2,67,1,17,41
chinese,claude,2,ClassEval_0::filter,20,6,118,2,43,1,8,11
chinese,claude,2,ClassEval_0::get_jwt_user,17,8,112,2,35,1,10,14
chinese,claude,2,ClassEval_0::is_start_with,3,2,29,2,13,1,2,5
chinese,claude,2,ClassEval_0::set_current_user_info_and_log,7,1,50,2,21,1,6,11
chinese,claude,2,ClassEval_10::calculate_binary_info,14,3,91,1,26,1,9,11
chinese,claude,2,ClassEval_10::clean_non_binary_chars,2,3,26,1,10,1,4,6
chinese,claude,2,ClassEval_10::convert_to_ascii,7,2,52,1,19,1,5,8
chinese,claude,2,ClassEval_10::convert_to_utf8,7,2,61,1,18,1,4,7
chinese,claude,2,ClassEval_11::add,6,5,48,2,17,1,3,7
chinese,claude,2,ClassEval_11::check,6,4,35,1,16,1,1,4
chinese,claude,2,ClassEval_11::has,6,5,46,2,16,1,2,5
chinese,claude,2,ClassEval_11::remove,2,1,13,2,12,1,2,5
chinese,claude,2,ClassEval_12::calculate_hand_value,16,6,77,2,33,1,6,8
chinese,claude,2,ClassEval_12::check_winner,13,5,59,3,28,1,3,10
chinese,claude,2,ClassEval_12::create_deck,9,3,76,1,25,1,11,10
chinese,claude,2,ClassEval_13::add_book,5,2,37,3,10,1,1,7
chinese,claude,2,ClassEval_13::remove_book,14,9,118,3,26,1,8,16
chinese,claude,2,ClassEval_13::view_book_quantity,2,1,19,2,11,1,1,5
chinese,claude,2,ClassEval_13::view_inventory,2,1,10,1,11,1,1,5
chinese,claude,2,ClassEval_14::add_book,7,1,40,3,16,1,1,6
chinese,claude,2,ClassEval_14::borrow_book,7,1,48,2,16,1,5,9
chinese,claude,2,ClassEval_14::create_table,13,1,28,1,18,1,1,6
chinese,claude,2,ClassEval_14::remove_book,7,1,48,2,16,1,4,9
chinese,claude,2,ClassEval_14::return_book,7,1,48,2,16,1,5,9
chinese,claude,2,ClassEval_14::search_books,6,1,35,1,12,1,1,5
chinese,claude,2,ClassEval_15::bad_character_heuristic,21,7,155,1,39,1,6,16
chinese,claude,2,ClassEval_15::match_in_pattern,5,3,44,2,16,1,2,7
chinese,claude,2,ClassEval_15::mismatch_in_text,7,4,65,2,20,1,2,10
chinese,claude,2,ClassEval_16::apply_operator,18,7,105,3,37,1,6,9
chinese,claude,2,ClassEval_16::calculate,12,5,62,2,30,1,6,10
chinese,claude,2,ClassEval_16::precedence,9,4,41,2,19,1,2,5
chinese,claude,2,ClassEval_17::add_event,2,1,16,2,11,1,4,8
chinese,claude,2,ClassEval_17::get_available_slots,25,10,246,2,52,1,15,19
chinese,claude,2,ClassEval_17::get_events,6,3,43,2,16,1,4,8
chinese,claude,2,ClassEval_17::get_upcoming_events,2,2,29,2,13,1,5,10
chinese,claude,2,ClassEval_17::is_available,7,4,42,3,22,1,7,9
chinese,claude,2,ClassEval_17::remove_event,3,2,23,2,13,1,4,9
chinese,claude,2,ClassEval_18::::delitem::,3,1,23,2,15,1,1,1
chinese,claude,2,ClassEval_18::::getitem::,7,3,60,3,20,2,2,5
chinese,claude,2,ClassEval_18::::iter::,2,1,13,1,12,1,1,5
chinese,claude,2,ClassEval_18::::len::,2,1,13,1,12,1,1,4
chinese,claude,2,ClassEval_18::::setitem::,7,3,63,4,24,2,2,5
chinese,claude,2,ClassEval_18::_convert_key,3,2,40,2,11,1,2,4
chinese,claude,2,ClassEval_18::_to_camel_case,3,2,38,1,11,1,2,4
chinese,claude,2,ClassEval_19::generate_primes,13,7,110,1,28,1,5,15
chinese,claude,2,ClassEval_19::get_primes,15,9,149,1,29,1,7,13
chinese,claude,2,ClassEval_1::calculate_annulus_area,5,1,35,3,13,1,4,8
chinese,claude,2,ClassEval_1::calculate_circle_area,2,1,16,1,9,1,3,8
chinese,claude,2,ClassEval_1::calculate_cylinder_area,2,1,26,2,11,1,3,9
chinese,claude,2,ClassEval_1::calculate_sector_area,2,1,20,2,10,1,2,7
chinese,claude,2,ClassEval_1::calculate_sphere_area,3,1,20,1,10,1,1,6
chinese,claude,2,ClassEval_20::add_user,6,2,30,2,18,1,2,8
chinese,claude,2,ClassEval_20::get_messages,5,2,27,2,17,1,5,10
chinese,claude,2,ClassEval_20::remove_user,6,2,28,2,18,1,2,8
chinese,claude,2,ClassEval_20::send_message,5,3,50,4,20,1,3,9
chinese,claude,2,ClassEval_21::add_course,3,2,24,2,9,1,2,6
chinese,claude,2,ClassEval_21::check_course_conflict,11,5,66,2,36,1,8,11
chinese,claude,2,ClassEval_21::is_free_at,9,3,66,2,28,1,6,10
chinese,claude,2,ClassEval_21::remove_course,3,2,23,2,10,1,3,6
chinese,claude,2,ClassEval_22::get_all_major,6,4,44,1,14,1,2,5
chinese,claude,2,ClassEval_22::get_most_popular_class_in_major,11,6,82,2,29,1,7,12
chinese,claude,2,ClassEval_22::get_students_by_major,6,3,42,2,16,1,1,5
chinese,claude,2,ClassEval_22::register_class,8,4,71,3,21,1,6,8
chinese,claude,2,ClassEval_22::register_student,6,2,29,2,9,1,1,7
chinese,claude,2,ClassEval_23::_select,13,4,125,5,40,1,12,20
chinese,claude,2,ClassEval_23::count,10,7,73,2,25,1,4,11
chinese,claude,2,ClassEval_23::count_all,5,2,33,1,20,1,5,9
chinese,claude,2,ClassEval_23::select,14,4,107,4,38,2,8,15
chinese,claude,2,ClassEval_23::select_all,5,2,48,1,12,1,4,9
chinese,claude,2,ClassEval_24::add,2,1,12,2,12,1,2,8
chinese,claude,2,ClassEval_24::divide,2,1,12,2,11,1,1,6
chinese,claude,2,ClassEval_24::multiply,2,1,12,2,12,1,2,7
chinese,claude,2,ClassEval_24::subtract,2,1,12,2,12,1,2,7
chinese,claude,2,ClassEval_25::_save_cookies,8,2,51,1,17,1,2,10
chinese,claude,2,ClassEval_25::get_cookies,4,2,26,2,12,1,2,6
chinese,claude,2,ClassEval_25::load_cookies,16,5,91,1,27,1,5,14
chinese,claude,2,ClassEval_26::process_csv_data,21,6,146,3,49,1,9,20
chinese,claude,2,ClassEval_26::read_csv,10,2,61,2,25,1,6,10
chinese,claude,2,ClassEval_26::write_csv,9,2,53,3,18,1,3,7
chinese,claude,2,ClassEval_27::add_currency_rate,5,2,29,3,14,1,1,6
chinese,claude,2,ClassEval_27::convert,12,2,78,4,29,1,4,8
chinese,claude,2,ClassEval_27::get_supported_currencies,2,1,22,1,9,1,1,4
chinese,claude,2,ClassEval_27::update_currency_rate,6,2,31,3,15,1,1,7
chinese,claude,2,ClassEval_28::create_table,3,1,31,4,18,1,1,6
chinese,claude,2,ClassEval_28::delete_from_database,6,1,46,3,12,1,1,6
chinese,claude,2,ClassEval_28::insert_into_database,14,5,106,3,31,1,6,10
chinese,claude,2,ClassEval_28::search_database,14,5,76,3,25,1,4,12
chinese,claude,2,ClassEval_29::mean,6,2,37,2,15,1,2,5
chinese,claude,2,ClassEval_29::median,8,2,49,2,20,1,3,7
chinese,claude,2,ClassEval_29::mode,9,5,73,2,25,1,6,8
chinese,claude,2,ClassEval_2::_convert_type,7,4,47,3,16,1,1,6
chinese,claude,2,ClassEval_2::add_argument,4,2,35,4,21,1,2,7
chinese,claude,2,ClassEval_2::get_argument,2,1,17,2,11,1,1,5
chinese,claude,2,ClassEval_2::parse_arguments,31,11,226,2,59,1,12,16
chinese,claude,2,ClassEval_30::get_correlation,10,3,76,1,25,1,6,13
chinese,claude,2,ClassEval_30::get_max,2,1,13,1,9,1,1,5
chinese,claude,2,ClassEval_30::get_min,2,1,13,1,9,1,1,5
chinese,claude,2,ClassEval_30::get_std_deviation,7,4,79,1,22,1,5,14
chinese,claude,2,ClassEval_30::get_sum,2,1,13,1,9,1,1,5
chinese,claude,2,ClassEval_30::get_variance,6,4,60,1,14,1,2,6
chinese,claude,2,ClassEval_31::correlation_coefficient,11,5,113,2,30,1,9,15
chinese,claude,2,ClassEval_31::kurtosis,12,5,94,1,30,1,8,12
chinese,claude,2,ClassEval_31::pdf,8,2,75,3,19,1,7,12
chinese,claude,2,ClassEval_31::skewness,7,3,69,1,20,1,5,9
chinese,claude,2,ClassEval_32::caesar_decipher,11,4,91,3,25,1,4,5
chinese,claude,2,ClassEval_32::rail_fence_decipher,30,14,206,3,55,1,14,16
chinese,claude,2,ClassEval_32::vigenere_decipher,18,4,131,2,38,1,9,12
chinese,claude,2,ClassEval_33::BulkItemPromo,6,3,41,1,17,1,3,6
chinese,claude,2,ClassEval_33::FidelityPromo,4,2,28,1,15,1,3,6
chinese,claude,2,ClassEval_33::LargeOrderPromo,5,2,33,1,21,1,5,8
chinese,claude,2,ClassEval_33::due,4,2,38,1,14,1,3,7
chinese,claude,2,ClassEval_33::total,2,2,25,1,12,1,2,6
chinese,claude,2,ClassEval_34::_get_alignment_value,7,1,36,2,12,1,1,4
chinese,claude,2,ClassEval_34::add_heading,9,3,47,3,15,1,2,8
chinese,claude,2,ClassEval_34::add_table,22,13,161,2,37,1,9,14
chinese,claude,2,ClassEval_34::read_text,7,2,44,1,14,1,4,10
chinese,claude,2,ClassEval_34::write_text,19,4,119,4,34,1,7,17
chinese,claude,2,ClassEval_35::find_blank,5,4,50,2,13,1,1,6
chinese,claude,2,ClassEval_35::get_possible_moves,17,8,100,2,39,1,7,10
chinese,claude,2,ClassEval_35::move,25,13,218,3,43,1,8,7
chinese,claude,2,ClassEval_35::solve,23,7,157,3,58,1,14,26
chinese,claude,2,ClassEval_36::clear_inbox,10,5,72,2,30,1,7,14
chinese,claude,2,ClassEval_36::fetch,6,3,31,1,15,1,3,7
chinese,claude,2,ClassEval_36::get_occupied_size,5,2,24,1,15,1,3,7
