id,iter,italian_nloc,italian_ccn,italian_token_count,italian_param_count,italian_length,italian_top_nesting_level,italian_flake8,italian_pylint,english_nloc,english_ccn,english_token_count,english_param_count,english_length,english_top_nesting_level,english_flake8,english_pylint,chinese_nloc,chinese_ccn,chinese_token_count,chinese_param_count,chinese_length,chinese_top_nesting_level,chinese_flake8,chinese_pylint,hindi_nloc,hindi_ccn,hindi_token_count,hindi_param_count,hindi_length,hindi_top_nesting_level,hindi_flake8,hindi_pylint,spanish_nloc,spanish_ccn,spanish_token_count,spanish_param_count,spanish_length,spanish_top_nesting_level,spanish_flake8,spanish_pylint
ClassEval_3::count_all,0,5,2,32,1,13,1,6,9,5,2,32,1,13,1,6,9,5,2,32,1,13,1,5,8,5,2,32,1,13,1,6,10,5,2,32,1,13,1,6,9
ClassEval_3::factorial,0,7,3,37,1,15,1,2,6,7,3,37,1,15,1,2,6,7,3,37,1,15,1,2,6,7,3,37,1,15,1,2,6,7,3,37,1,15,1,2,6
ClassEval_3::select,0,7,3,52,2,17,1,5,10,7,3,52,2,17,1,5,10,7,3,52,2,17,1,4,10,7,3,52,2,17,1,4,10,7,3,52,2,17,1,5,10
ClassEval_3::select_all,0,7,3,55,1,15,1,5,11,6,3,52,1,14,1,5,10,6,3,52,1,14,1,4,9,6,3,52,1,14,1,5,10,6,3,52,1,14,1,5,10
ClassEval_40::calculate_calorie_intake,0,13,4,104,1,28,1,14,23,13,4,108,1,21,1,5,16,13,4,108,1,21,1,5,14,13,4,104,1,21,1,3,14,13,4,104,1,21,1,3,16
ClassEval_40::condition_judge,0,12,4,69,1,20,1,3,11,15,6,71,1,23,1,3,11,15,6,71,1,23,1,2,10,16,6,74,1,24,1,4,12,15,6,71,1,23,1,3,11
ClassEval_40::get_BMI,0,2,1,16,1,10,1,3,8,2,1,16,1,10,1,3,8,2,1,16,1,10,1,2,8,2,1,16,1,10,1,2,8,2,1,16,1,10,1,3,8
ClassEval_41::_check_five_in_a_row,0,15,7,141,4,31,1,8,26,19,9,157,4,35,1,8,18,19,9,155,4,35,1,5,23,15,7,141,4,31,1,8,25,15,7,141,4,31,1,8,27
ClassEval_41::check_winner,0,9,6,96,1,19,1,4,11,9,6,96,1,19,1,4,11,9,6,96,1,19,1,2,9,9,6,96,1,19,1,4,10,9,6,96,1,19,1,4,11
ClassEval_41::make_move,0,8,5,75,3,21,1,3,11,8,5,75,3,21,1,3,11,8,5,75,3,20,1,1,10,8,5,75,3,21,1,3,11,8,5,75,3,21,1,3,11
ClassEval_42::book_room,0,17,6,107,4,38,1,6,17,17,6,107,4,38,1,6,17,17,6,107,4,38,1,1,13,17,6,107,4,38,1,6,17,17,6,107,4,38,1,6,18
ClassEval_42::check_in,0,14,6,99,4,30,1,4,15,12,5,83,4,28,1,4,12,14,6,99,4,30,1,3,13,14,6,97,4,30,1,4,15,14,6,99,4,30,1,4,15
ClassEval_42::check_out,0,5,2,35,3,18,1,3,8,5,2,35,3,18,1,1,7,5,2,35,3,18,1,1,7,5,2,35,3,18,1,2,7,5,2,35,3,18,1,2,8
ClassEval_42::get_available_rooms,0,5,2,26,2,13,1,2,7,2,1,19,2,10,1,1,5,2,1,19,2,10,1,1,5,2,1,19,2,10,1,1,5,5,2,26,2,13,1,3,7
ClassEval_43::add_employee,0,6,2,53,6,21,1,6,11,6,2,53,6,21,1,6,11,6,2,53,6,21,1,5,10,6,2,53,6,21,1,6,11,6,2,53,6,21,1,6,11
ClassEval_43::get_employee,0,5,2,26,2,17,1,5,10,5,2,26,2,17,1,5,10,5,2,26,2,17,1,4,9,5,2,26,2,17,1,5,10,5,2,26,2,17,1,5,10
ClassEval_43::list_employees,0,5,2,38,1,14,1,4,8,5,2,38,1,13,1,3,7,5,2,63,1,14,1,5,9,5,2,38,1,14,1,4,8,5,2,38,1,14,1,5,8
ClassEval_43::remove_employee,0,6,2,28,2,18,1,4,10,6,2,28,2,18,1,4,10,6,2,28,2,18,1,3,9,6,2,28,2,18,1,4,10,6,2,28,2,18,1,4,10
ClassEval_43::update_employee,0,7,4,58,3,20,1,7,12,7,4,58,3,20,1,6,12,7,4,58,3,20,1,5,11,7,4,58,3,20,1,6,12,7,4,58,3,20,1,6,12
ClassEval_44::::format_line_feed,0,4,2,30,2,9,1,3,6,4,2,26,2,9,1,2,6,4,2,26,2,9,1,2,6,4,2,29,2,9,1,2,6,4,2,29,2,9,1,3,6
ClassEval_44::extract_code_from_html_text,0,11,5,76,2,29,1,2,5,11,5,75,2,29,1,2,5,11,6,83,2,29,1,2,5,11,5,77,2,29,1,2,5,13,5,100,2,31,1,4,7
ClassEval_44::format_line_html_text,0,16,9,148,2,37,1,5,9,12,8,127,2,33,1,4,7,12,8,127,2,33,1,3,7,12,8,130,2,33,1,4,7,11,3,100,2,32,1,5,10
ClassEval_45::adjust_brightness,0,4,2,33,2,10,1,3,9,4,2,33,2,10,1,3,9,4,2,33,2,10,1,2,8,4,2,33,2,10,1,3,9,4,2,33,2,10,1,3,9
ClassEval_45::load_image,0,2,1,18,2,9,1,3,6,6,2,35,2,13,1,3,9,6,2,35,2,13,1,3,9,6,2,35,2,13,1,3,9,2,1,18,2,9,1,3,6
ClassEval_45::resize_image,0,3,2,31,3,14,1,1,6,3,2,31,3,14,1,1,6,3,2,31,3,14,1,1,6,3,2,31,3,14,1,1,6,3,2,31,3,14,1,1,6
ClassEval_45::rotate_image,0,3,2,29,2,9,1,1,6,3,2,29,2,9,1,1,6,3,2,29,2,9,1,1,6,3,2,29,2,9,1,1,6,3,2,29,2,9,1,1,6
ClassEval_45::save_image,0,3,2,21,2,9,1,1,6,3,2,21,2,9,1,1,6,3,2,21,2,9,1,1,6,3,2,21,2,9,1,1,6,3,2,21,2,9,1,1,6
ClassEval_46::interpolate_1d,0,10,4,104,4,21,1,3,10,9,4,101,4,20,1,3,9,14,5,132,4,25,1,3,9,9,4,101,4,20,1,3,9,15,5,203,4,26,1,4,11
ClassEval_46::interpolate_2d,0,34,9,330,5,47,1,8,24,24,8,265,5,37,1,3,16,27,7,312,17,57,2,6,27,25,8,317,18,45,2,9,26,26,8,263,5,39,1,4,18
ClassEval_47::get_binary,0,9,3,63,1,16,1,2,7,9,3,63,1,16,1,2,7,9,3,63,1,16,1,1,6,9,3,63,1,16,1,2,6,9,3,63,1,16,1,2,7
ClassEval_47::get_octets,0,5,2,27,1,12,1,2,8,5,2,27,1,12,1,2,8,5,2,27,1,12,1,1,7,5,2,27,1,12,1,2,8,5,2,27,1,12,1,2,8
ClassEval_47::is_valid,0,11,6,60,1,18,1,2,6,11,6,60,1,18,1,2,6,13,8,77,1,20,1,1,5,13,8,77,1,20,1,2,6,13,8,77,1,20,1,2,6
ClassEval_48::get_hostname,0,6,2,37,1,15,1,6,8,6,2,37,1,15,1,5,8,6,2,37,1,15,1,5,8,6,2,37,1,15,1,5,8,6,2,35,1,15,1,6,8
ClassEval_48::is_valid_ipv4,0,6,2,27,1,16,1,5,8,6,2,27,1,16,1,5,8,6,2,31,1,16,1,5,9,6,2,27,1,16,1,6,8,6,2,27,1,16,1,6,8
ClassEval_48::is_valid_ipv6,0,6,2,27,1,16,1,5,8,6,2,27,1,16,1,5,8,6,2,27,1,16,1,5,8,6,2,27,1,16,1,5,8,6,2,27,1,16,1,6,8
ClassEval_49::get_job_applicants,0,6,3,37,2,17,1,8,10,11,6,90,4,28,2,9,10,11,6,90,4,38,2,7,9,6,3,37,2,17,1,8,10,6,3,37,2,17,1,8,10
ClassEval_49::post_job,0,3,1,35,4,15,1,6,9,3,1,35,4,15,1,6,9,3,1,35,4,15,1,4,6,3,1,35,4,15,1,6,9,3,1,35,4,15,1,6,9
ClassEval_49::remove_job,0,2,1,16,2,12,1,3,7,2,1,16,2,12,1,3,7,2,1,16,2,12,1,2,6,2,1,16,2,13,1,4,8,2,1,16,2,13,1,4,8
ClassEval_49::search_jobs,0,6,3,35,2,16,1,6,9,6,6,85,2,16,1,6,10,6,3,35,2,16,1,4,7,6,3,35,2,16,1,5,9,6,3,35,2,16,1,6,9
ClassEval_49::submit_resume,0,3,1,35,4,14,1,4,6,3,1,35,4,15,1,5,7,3,1,35,4,15,1,4,6,3,1,35,4,15,1,5,7,3,1,35,4,15,1,5,7
ClassEval_49::withdraw_resume,0,2,1,16,2,12,1,3,7,2,1,16,2,12,1,3,7,2,1,16,2,13,1,3,7,2,1,16,2,13,1,4,8,2,1,16,2,13,1,4,8
ClassEval_4::add_course_score,0,3,2,33,4,13,1,3,7,3,2,33,4,13,1,2,6,3,2,33,4,13,1,2,6,3,2,33,4,13,1,2,6,3,2,33,4,13,1,3,6
ClassEval_4::add_student,0,3,2,45,4,12,1,3,6,3,2,45,4,12,1,3,6,3,2,45,4,12,1,3,6,3,2,45,4,12,1,3,6,3,2,45,4,12,1,3,6
ClassEval_4::get_all_students_with_fail_course,0,8,4,51,1,15,1,1,6,8,4,49,1,15,1,1,5,8,4,49,1,15,1,1,5,8,4,49,1,15,1,1,5,8,4,49,1,15,1,2,5
ClassEval_4::get_course_average,0,10,4,56,2,15,1,2,6,9,4,60,2,14,1,2,7,9,4,60,2,14,1,1,6,9,4,60,2,14,1,2,7,11,4,58,2,16,1,2,7
ClassEval_4::get_gpa,0,10,3,58,2,22,1,3,8,10,3,58,2,22,1,3,8,9,3,55,2,21,1,2,7,14,6,75,2,26,1,3,8,10,3,58,2,22,1,4,9
ClassEval_4::get_top_student,0,9,4,48,1,19,1,2,7,9,4,48,1,19,1,2,6,9,4,48,1,19,1,1,6,9,4,48,1,19,1,2,7,9,4,48,1,19,1,2,7
ClassEval_50::process_json,0,11,5,63,3,25,1,5,10,9,5,61,3,23,1,5,10,9,5,61,3,23,1,2,8,9,5,61,3,23,1,5,9,9,5,61,3,23,1,5,10
ClassEval_50::read_json,0,9,3,48,2,17,1,5,9,9,3,48,2,17,1,5,9,9,3,48,2,17,1,4,8,9,3,48,2,17,1,5,9,9,3,48,2,17,1,5,9
ClassEval_50::write_json,0,7,2,41,3,18,1,6,9,7,2,41,3,18,1,6,9,7,2,41,3,18,1,5,8,7,2,41,3,18,1,6,9,7,2,41,3,18,1,6,9
ClassEval_51::fleiss_kappa,0,8,1,104,4,27,1,6,16,8,1,104,4,27,1,6,16,8,1,104,4,27,1,6,16,8,1,106,4,34,1,8,18,8,1,102,4,27,1,6,16
ClassEval_51::kappa,0,11,3,113,2,19,1,9,12,9,1,91,2,17,1,8,14,11,3,111,2,19,1,7,14,11,3,113,2,19,1,8,14,11,3,111,2,19,1,8,15
ClassEval_52::get_pos_tag,0,6,2,41,2,15,1,6,9,6,2,41,2,15,1,5,9,6,2,41,2,15,1,4,8,6,2,41,2,17,1,5,9,6,2,41,2,15,1,6,9
ClassEval_52::lemmatize_sentence,0,19,6,110,2,29,1,6,11,19,6,110,2,29,1,6,11,13,3,82,2,23,1,4,11,22,8,176,2,35,1,7,13,19,6,110,2,29,1,6,11
ClassEval_52::remove_punctuation,0,3,1,29,2,12,1,3,6,3,1,29,2,12,1,3,6,3,1,29,2,12,1,3,6,3,1,29,2,12,1,3,6,3,1,29,2,12,1,3,6
ClassEval_53::add_word,0,2,1,16,2,6,1,1,5,2,1,16,2,6,1,1,5,2,1,16,2,6,1,1,5,2,1,16,2,6,1,1,5,2,1,16,2,6,1,1,5
ClassEval_53::find_longest_word,0,11,5,75,2,22,1,4,9,12,5,76,2,23,1,4,9,12,5,76,2,23,1,2,7,11,5,75,2,22,1,4,9,12,5,76,2,23,1,4,9
ClassEval_54::create_board,0,15,4,102,1,25,1,3,7,16,5,116,1,26,1,2,7,16,5,111,1,26,1,3,9,16,5,116,1,26,1,2,7,13,3,89,1,23,1,3,7
ClassEval_54::has_path,0,37,21,454,3,50,1,7,29,28,12,253,3,41,1,5,14,26,12,256,3,39,1,4,16,31,14,274,3,44,1,5,15,37,21,454,3,50,1,7,29
ClassEval_54::is_game_over,0,6,4,27,1,17,1,2,5,6,4,27,1,17,1,2,5,6,4,27,1,17,1,1,5,6,4,27,1,17,1,2,5,6,4,27,1,17,1,2,6
ClassEval_54::is_valid_move,0,14,9,142,3,27,1,3,18,14,9,142,3,27,1,3,18,14,9,142,3,27,1,1,17,14,9,142,3,27,1,3,18,14,9,142,3,27,1,3,18
ClassEval_54::remove_icons,0,5,1,42,3,21,1,3,10,5,1,42,3,21,1,1,10,6,2,52,3,22,1,1,11,5,1,42,3,21,1,1,10,5,1,42,3,21,1,1,10
ClassEval_55::palindromic_length,0,4,4,60,4,15,1,5,7,6,4,63,4,17,1,4,6,5,4,60,4,16,1,2,5,7,4,65,4,18,1,3,7,4,4,60,4,15,1,5,7
ClassEval_55::palindromic_string,0,14,4,86,1,22,1,2,9,29,10,216,1,37,1,3,11,26,10,208,1,34,1,3,11,30,10,214,1,38,1,3,11,31,10,226,1,39,1,3,10
ClassEval_56::accuracy,0,6,2,56,3,15,1,2,12,7,4,71,3,16,1,4,12,6,2,56,3,15,1,2,12,6,2,56,3,15,1,2,12,6,2,56,3,15,1,2,12
ClassEval_56::f1_score,0,6,2,55,3,15,1,2,6,6,2,55,3,15,1,2,6,6,2,53,3,15,1,1,6,6,2,55,3,15,1,1,6,6,2,55,3,15,1,2,6
ClassEval_56::precision,0,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10
ClassEval_56::recall,0,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10
ClassEval_56::update,0,14,10,98,3,23,1,3,10,14,10,98,3,23,1,3,10,19,11,122,3,28,1,3,17,17,11,115,3,26,1,4,18,15,10,99,3,24,1,3,18
ClassEval_57::map,0,41,15,265,1,54,1,11,23,35,13,281,1,48,1,13,26,40,15,276,1,52,1,9,23,37,15,309,1,49,1,14,25,38,13,286,1,51,1,15,27
ClassEval_57::mrr,0,32,11,234,1,45,1,13,19,32,14,231,1,45,1,9,21,33,11,236,1,45,1,9,17,30,10,230,1,52,1,14,24,32,14,231,1,45,1,11,18
ClassEval_58::check_won,0,6,5,55,2,16,1,5,10,6,5,55,2,16,1,5,10,6,5,55,2,16,1,4,9,6,5,55,2,16,1,5,10,6,5,55,2,16,1,6,10
ClassEval_58::generate_mine_sweeper_map,0,24,15,216,1,32,1,5,24,20,11,226,1,28,1,5,19,14,8,166,1,22,1,5,16,22,12,246,1,32,1,9,24,14,8,166,1,22,1,5,17
ClassEval_58::generate_playerMap,0,2,3,30,1,10,1,3,9,2,3,30,1,10,1,3,9,2,3,30,1,10,1,2,8,2,3,30,1,10,1,3,9,2,3,30,1,10,1,3,9
ClassEval_58::sweep,0,22,16,276,3,34,1,6,29,8,3,71,3,20,1,5,15,22,16,274,3,34,1,5,27,8,3,71,3,20,1,5,15,9,3,73,3,21,1,5,16
ClassEval_59::add_movie,0,6,1,113,6,20,1,8,12,5,1,76,6,19,1,6,12,6,1,79,6,20,1,6,12,6,1,86,6,20,1,6,12,6,1,113,6,20,1,8,12
ClassEval_59::available_movies,0,10,4,73,3,19,1,4,7,8,4,67,3,17,1,3,7,8,4,67,3,17,1,3,7,11,5,75,3,20,1,3,7,8,4,67,3,17,1,4,7
ClassEval_59::book_ticket,0,18,11,109,3,32,1,5,10,18,11,109,3,32,1,5,6,17,11,113,3,31,1,2,7,18,11,110,3,32,1,5,8,17,11,113,3,31,1,5,11
ClassEval_5::display,0,2,1,15,3,12,1,4,6,2,1,15,3,12,1,4,6,2,1,15,3,12,1,3,5,2,1,15,3,12,1,5,6,2,1,15,3,12,1,4,6
ClassEval_5::interpret,0,18,9,118,2,27,1,6,11,18,9,118,2,27,1,6,11,19,7,119,2,28,1,5,10,18,9,125,2,27,1,6,11,19,7,119,2,28,1,6,11
ClassEval_60::create_table,0,3,1,21,1,7,1,3,8,3,1,21,1,7,1,3,8,3,1,21,1,7,1,2,8,3,1,21,1,7,1,3,8,3,1,21,1,7,1,3,8
ClassEval_60::delete_ticket,0,3,1,28,2,8,1,3,7,3,1,28,2,8,1,2,7,3,1,28,2,8,1,2,7,3,1,28,2,8,1,2,7,3,1,28,2,8,1,2,7
ClassEval_60::insert_ticket,0,3,1,39,5,11,1,3,7,3,1,39,5,11,1,3,7,3,1,39,5,11,1,3,7,3,1,39,5,11,1,3,7,3,1,39,5,11,1,3,7
ClassEval_60::search_tickets_by_customer,0,3,1,29,2,13,1,4,8,3,1,29,2,13,1,4,8,3,1,29,2,13,1,3,7,3,1,29,2,13,1,4,7,3,1,29,2,13,1,4,8
ClassEval_61::add_song,0,2,1,16,2,10,1,1,5,2,1,16,2,10,1,1,5,2,1,16,2,10,1,1,5,2,1,16,2,10,1,1,5,2,1,16,2,10,1,1,5
ClassEval_61::play,0,5,2,19,1,14,1,2,8,5,2,19,1,15,1,3,8,5,2,19,1,15,1,2,8,5,2,19,1,15,1,3,8,5,2,19,1,14,1,2,8
ClassEval_61::previous_song,0,10,3,50,1,20,1,3,12,10,3,50,1,20,1,3,11,10,3,50,1,20,1,2,11,10,3,50,1,20,1,3,12,10,3,50,1,19,1,2,10
ClassEval_61::remove_song,0,5,3,35,2,14,1,1,8,5,3,35,2,15,1,2,9,5,3,35,2,15,1,2,9,7,3,39,2,17,1,2,9,7,3,39,2,17,1,3,9
ClassEval_61::set_volume,0,6,2,26,2,16,1,4,7,6,2,26,2,16,1,4,7,6,2,26,2,16,1,2,7,6,2,26,2,16,1,4,7,6,2,26,2,16,1,5,8
ClassEval_61::shuffle,0,5,2,24,1,14,1,4,8,6,2,25,1,15,1,4,9,10,4,50,1,19,1,4,12,8,4,59,1,17,1,4,15,8,4,59,1,17,1,4,16
ClassEval_61::stop,0,6,2,22,1,15,1,2,8,6,2,22,1,16,1,3,8,6,2,22,1,15,1,1,7,6,2,22,1,15,1,2,7,6,2,22,1,15,1,2,8
ClassEval_61::switch_song,0,10,3,57,1,20,1,3,13,10,3,57,1,19,1,2,11,10,3,57,1,20,1,2,12,10,3,57,1,20,1,3,12,10,3,57,1,20,1,3,13
ClassEval_62::construct_stop_word_list,0,2,1,14,1,8,1,1,4,2,1,14,1,8,1,1,4,2,1,14,1,8,1,1,4,2,1,14,1,8,1,1,4,2,1,14,1,8,1,2,4
ClassEval_62::process,0,3,1,24,2,10,1,2,7,3,1,24,2,10,1,2,7,3,1,24,2,10,1,1,6,3,1,24,2,10,1,2,7,3,1,24,2,10,1,2,7
ClassEval_62::remove_stop_words,0,7,4,52,3,15,1,2,4,7,4,52,3,15,1,2,4,7,4,52,3,15,1,2,4,7,4,52,3,15,1,2,4,7,4,52,3,15,1,2,4
ClassEval_63::calculate_word_frequency,0,7,2,60,2,14,1,6,8,7,2,60,2,14,1,6,8,7,2,42,2,14,1,3,6,7,2,42,2,14,1,5,8,6,2,57,2,13,1,6,8
ClassEval_63::process,0,3,1,23,2,10,1,4,8,4,1,26,2,11,1,4,8,4,1,26,2,11,1,2,6,3,1,23,2,10,1,4,8,3,1,23,2,10,1,4,8
ClassEval_63::process_data,0,9,5,62,2,16,1,3,6,9,5,62,2,16,1,3,6,8,4,59,2,15,1,2,5,9,5,62,2,16,1,3,6,9,5,62,2,16,1,3,6
ClassEval_64::binary_to_decimal,0,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4
ClassEval_64::decimal_to_binary,0,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4
ClassEval_64::decimal_to_hex,0,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4
ClassEval_64::decimal_to_octal,0,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4
ClassEval_64::hex_to_decimal,0,3,1,16,1,10,1,2,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4
ClassEval_64::octal_to_decimal,0,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4
ClassEval_65::format,0,7,3,51,2,15,1,1,8,7,3,51,2,15,1,3,8,7,3,51,2,15,1,2,8,7,3,51,2,15,1,3,8,11,4,85,2,19,1,2,6
ClassEval_65::format_string,0,50,14,276,2,58,1,2,10,25,8,132,2,33,1,2,7,20,6,112,2,28,1,2,7,17,5,91,2,25,1,2,10,22,7,115,2,30,1,3,7
ClassEval_65::parse_more,0,4,2,27,2,12,1,2,6,5,2,29,2,13,1,2,7,5,2,29,2,13,1,1,7,5,2,29,2,15,1,4,9,5,2,29,2,13,1,2,7
ClassEval_65::trans_three,0,10,4,82,2,18,1,2,7,9,3,54,2,17,1,2,10,8,3,87,2,16,1,2,10,9,3,54,2,17,1,2,10,10,4,82,2,18,1,1,7
ClassEval_65::trans_two,0,12,7,104,2,20,1,2,11,10,7,95,2,18,1,1,10,12,7,104,2,20,1,1,11,13,9,141,2,21,1,1,11,17,7,104,2,25,1,2,12
ClassEval_66::is_hex_char,0,2,3,24,1,9,1,2,4,2,3,24,1,10,1,3,5,2,3,24,1,10,1,2,5,2,3,24,1,10,1,2,5,2,3,24,1,10,1,3,5
ClassEval_66::replace,0,35,14,208,2,44,1,5,9,30,15,196,2,39,1,6,10,40,20,248,2,49,1,2,8,31,13,174,2,40,1,5,9,35,14,208,2,44,1,5,9
ClassEval_67::add_dish,0,21,9,130,2,31,1,6,11,20,7,115,2,30,1,5,10,20,7,115,2,30,1,3,9,13,4,83,2,23,1,4,9,19,7,112,2,29,1,5,10
ClassEval_67::calculate_total,0,11,3,64,1,22,1,2,8,9,2,59,1,20,1,2,7,10,2,62,1,21,1,1,6,9,2,59,1,20,1,2,7,10,2,62,1,21,1,2,7
ClassEval_67::checkout,0,4,2,20,1,16,1,3,8,4,2,20,1,16,1,3,8,4,2,20,1,15,1,2,6,4,2,20,1,16,1,3,8,4,2,20,1,16,1,3,8
ClassEval_68::get_page,0,6,3,56,2,15,1,2,10,6,3,56,2,15,1,2,10,6,3,56,2,15,1,2,10,6,3,56,2,15,1,2,10,6,3,56,2,15,1,2,10
ClassEval_68::get_page_info,0,6,3,109,2,23,1,6,17,5,3,106,2,22,1,5,17,5,3,106,2,22,1,4,16,5,3,106,2,22,1,6,17,5,3,106,2,22,1,6,17
ClassEval_68::search,0,10,3,78,2,23,1,5,8,10,3,78,2,23,1,4,7,10,3,78,2,23,1,3,7,10,3,78,2,23,1,3,7,10,3,78,2,23,1,4,8
ClassEval_69::extract_text_from_pdfs,0,8,3,42,1,15,1,2,5,10,4,48,1,17,1,2,5,8,3,42,1,15,1,1,5,8,3,42,1,15,1,2,5,8,3,42,1,15,1,2,5
ClassEval_69::merge_pdfs,0,9,3,68,2,18,1,6,8,7,2,47,2,16,1,5,6,9,3,68,2,18,1,3,8,8,2,52,2,17,1,5,6,10,3,63,2,19,1,6,7
ClassEval_6::get,0,11,4,89,2,20,1,3,9,11,4,89,2,20,1,3,9,11,4,89,2,20,1,2,8,11,4,90,2,20,1,4,10,11,4,89,2,20,1,3,9
ClassEval_6::setNum,0,5,1,31,1,13,1,3,10,5,1,31,1,13,1,3,10,5,1,31,1,13,1,2,10,4,1,33,1,13,1,4,11,5,1,31,1,13,1,2,10
ClassEval_70::_validate_name,0,4,3,27,2,9,1,2,5,4,3,27,2,9,1,2,5,4,3,27,2,9,1,1,4,4,3,27,2,9,1,2,5,4,3,27,2,9,1,2,5
ClassEval_70::_validate_phoneNumber,0,6,4,37,2,11,1,2,7,6,4,37,2,11,1,2,7,6,4,37,2,11,1,1,6,6,4,37,2,11,1,2,7,6,4,37,2,11,1,2,7
ClassEval_70::_validate_sex,0,5,2,30,2,10,1,2,4,5,2,30,2,10,1,2,4,5,2,30,2,10,1,1,4,5,2,31,2,10,1,2,5,5,2,30,2,10,1,2,5
ClassEval_71::check_win,0,7,3,35,1,14,1,5,11,7,3,35,1,14,1,5,11,7,3,35,1,14,1,3,9,4,2,33,1,11,1,5,9,7,3,39,1,14,1,5,11
ClassEval_71::init_game,0,11,6,82,1,23,1,4,12,11,6,82,1,23,1,4,12,11,6,82,1,23,1,3,11,11,6,82,1,23,1,4,12,11,6,82,1,23,1,4,12
ClassEval_71::move,0,27,17,264,2,51,1,14,32,30,16,274,2,54,1,14,37,31,17,266,2,55,1,11,30,25,16,257,2,49,1,14,32,26,16,268,2,50,1,14,36
ClassEval_72::extract_email,0,3,1,24,2,11,1,2,6,3,1,24,2,11,1,2,6,3,1,24,2,11,1,2,6,3,1,24,2,11,1,2,6,3,1,24,2,11,1,3,6
ClassEval_72::findall,0,2,1,19,3,11,1,5,7,2,1,19,3,11,1,4,6,2,1,19,3,11,1,3,6,2,1,19,3,11,1,4,7,2,1,19,3,11,1,5,7
ClassEval_72::generate_email_pattern,0,3,1,11,1,10,1,2,4,3,1,11,1,10,1,2,4,3,1,11,1,10,1,1,4,3,1,11,1,10,1,2,4,3,1,11,1,10,1,3,6
ClassEval_72::generate_phone_number_pattern,0,3,1,11,1,10,1,3,5,3,1,11,1,10,1,2,4,3,1,11,1,10,1,1,4,3,1,11,1,10,1,2,4,3,1,11,1,10,1,3,4
ClassEval_72::generate_split_sentences_pattern,0,3,1,11,1,10,1,3,6,2,1,8,1,9,1,3,5,3,1,11,1,10,1,1,4,2,1,8,1,9,1,3,5,3,1,11,1,10,1,3,6
ClassEval_72::match,0,3,2,33,3,12,1,3,6,3,2,33,3,12,1,3,6,3,1,25,3,12,1,2,5,3,2,33,3,12,1,3,5,3,1,25,3,12,1,3,5
ClassEval_72::split,0,2,1,19,3,11,1,5,7,2,1,19,3,11,1,4,6,2,1,19,3,11,1,3,6,2,1,19,3,11,1,4,7,2,1,19,3,11,1,4,7
ClassEval_72::split_sentences,0,10,3,70,2,18,1,3,6,10,3,70,2,18,1,3,6,10,3,70,2,18,1,2,6,6,3,43,2,14,1,3,6,10,3,70,2,18,1,3,6
ClassEval_72::sub,0,2,1,23,4,12,1,4,7,2,1,23,4,12,1,4,6,2,1,23,4,12,1,3,6,2,1,23,4,12,1,4,6,2,1,23,4,12,1,4,6
ClassEval_72::validate_phone_number,0,3,1,24,2,11,1,1,6,3,1,24,2,11,1,2,6,3,1,24,2,11,1,1,6,3,1,24,2,11,1,1,6,3,1,24,2,11,1,1,6
ClassEval_73::attack,0,7,3,42,2,16,1,2,7,6,3,39,2,15,1,2,6,5,2,30,2,14,1,1,6,5,2,30,2,14,1,2,6,7,3,42,2,16,1,2,7
ClassEval_73::gain_exp,0,8,3,59,2,19,1,3,17,5,3,44,2,16,1,3,13,10,4,56,2,21,1,1,9,8,3,59,2,19,1,3,17,10,4,71,2,21,1,3,19
ClassEval_73::heal,0,3,1,24,1,10,1,1,6,3,1,24,1,10,1,1,6,3,1,24,1,10,1,1,6,3,1,24,1,10,1,1,6,3,1,24,1,10,1,1,6
ClassEval_73::is_alive,0,2,1,12,1,9,1,2,5,2,1,12,1,9,1,1,5,2,1,12,1,9,1,1,5,2,1,12,1,9,1,1,5,2,1,12,1,9,1,2,5
ClassEval_73::level_up,0,8,2,56,1,16,1,3,17,8,2,56,1,16,1,3,17,8,2,56,1,16,1,1,15,8,2,56,1,16,1,3,17,8,2,56,1,16,1,3,17
