id,iter,italian_nloc,italian_ccn,italian_token_count,italian_param_count,italian_length,italian_top_nesting_level,italian_flake8,italian_pylint,english_nloc,english_ccn,english_token_count,english_param_count,english_length,english_top_nesting_level,english_flake8,english_pylint,chinese_nloc,chinese_ccn,chinese_token_count,chinese_param_count,chinese_length,chinese_top_nesting_level,chinese_flake8,chinese_pylint,hindi_nloc,hindi_ccn,hindi_token_count,hindi_param_count,hindi_length,hindi_top_nesting_level,hindi_flake8,hindi_pylint,spanish_nloc,spanish_ccn,spanish_token_count,spanish_param_count,spanish_length,spanish_top_nesting_level,spanish_flake8,spanish_pylint
ClassEval_3::count_all,0,2,2,31,1,10,1,5,8,5,2,33,1,13,1,4,9,5,2,33,1,13,1,3,8,2,2,31,1,10,1,5,8,2,2,31,1,10,1,5,8
ClassEval_3::factorial,0,5,3,30,1,12,1,2,8,4,3,28,1,11,1,2,7,5,3,30,1,12,1,2,8,5,3,30,1,12,1,2,8,4,3,28,1,11,1,2,7
ClassEval_3::select,0,4,2,37,2,13,1,4,9,4,2,37,2,14,1,5,10,4,2,37,2,14,1,4,10,4,2,37,2,13,1,3,9,4,2,37,2,13,1,4,9
ClassEval_3::select_all,0,6,2,43,1,14,1,4,10,7,2,46,1,15,1,4,10,5,2,40,1,13,1,3,8,6,2,43,1,14,1,4,10,6,2,43,1,13,1,3,9
ClassEval_40::calculate_calorie_intake,0,12,4,103,1,26,1,15,23,13,4,108,1,20,1,4,15,13,4,104,1,21,1,3,16,13,4,104,1,20,1,2,15,12,4,99,1,19,1,2,16
ClassEval_40::condition_judge,0,15,6,58,1,22,1,2,8,15,6,102,1,22,1,2,12,15,6,58,1,22,1,1,7,15,6,102,1,22,1,2,12,15,6,58,1,22,1,2,8
ClassEval_40::get_BMI,0,2,1,16,1,10,1,3,8,2,1,16,1,10,1,3,8,2,1,16,1,9,1,1,7,2,1,16,1,10,1,2,8,2,1,16,1,10,1,3,8
ClassEval_41::_check_five_in_a_row,0,15,5,96,4,31,1,7,13,15,5,96,4,31,1,7,13,14,5,93,4,30,1,4,10,18,9,162,4,34,1,8,18,15,5,96,4,31,1,7,14
ClassEval_41::check_winner,0,9,6,96,1,19,1,4,11,9,6,96,1,19,1,4,11,9,6,96,1,19,1,2,9,8,6,93,1,18,1,4,10,9,6,96,1,19,1,4,11
ClassEval_41::make_move,0,6,5,71,3,19,1,4,12,6,3,53,3,19,1,3,9,6,5,71,3,18,1,2,11,6,5,71,3,19,1,4,12,6,5,71,3,19,1,4,12
ClassEval_42::book_room,0,11,6,108,4,32,1,8,19,16,6,114,4,37,1,6,19,13,6,109,4,34,1,2,14,13,7,116,4,34,1,8,19,17,6,112,4,38,1,6,19
ClassEval_42::check_in,0,9,5,83,4,25,1,5,14,9,5,83,4,25,1,5,13,7,5,80,4,23,1,4,13,7,5,80,4,23,1,5,15,9,5,83,4,25,1,5,14
ClassEval_42::check_out,0,5,2,35,3,18,1,3,8,5,2,35,3,18,1,1,7,5,2,35,3,18,1,1,7,5,2,35,3,18,1,2,7,5,2,35,3,18,1,2,8
ClassEval_42::get_available_rooms,0,2,1,19,2,10,1,2,5,2,1,19,2,10,1,1,5,2,1,19,2,10,1,1,5,2,1,19,2,10,1,1,5,2,1,19,2,10,1,3,5
ClassEval_43::add_employee,0,6,2,53,6,21,1,6,11,6,2,53,6,20,1,5,10,6,2,53,6,21,1,5,10,6,2,53,6,20,1,5,10,6,2,53,6,20,1,5,10
ClassEval_43::get_employee,0,4,2,24,2,15,1,4,8,5,2,26,2,16,1,4,9,4,2,24,2,15,1,3,7,4,2,24,2,15,1,4,8,5,2,26,2,16,1,4,9
ClassEval_43::list_employees,0,2,2,34,1,10,1,4,8,2,2,31,1,10,1,4,8,2,2,34,1,10,1,4,8,2,2,34,1,10,1,4,8,2,2,34,1,10,1,5,8
ClassEval_43::remove_employee,0,6,2,28,2,17,1,3,9,6,2,28,2,17,1,3,9,6,2,28,2,17,1,2,8,6,2,28,2,17,1,3,9,6,2,28,2,17,1,3,9
ClassEval_43::update_employee,0,6,2,38,3,19,1,7,12,6,2,38,3,18,1,5,11,6,2,38,3,19,1,5,11,6,2,38,3,19,1,6,12,6,2,38,3,19,1,6,12
ClassEval_44::::format_line_feed,0,2,1,21,1,7,1,3,7,2,1,21,1,7,1,2,7,2,1,21,1,7,1,2,7,2,1,21,1,7,1,2,7,2,1,21,1,7,1,3,7
ClassEval_44::extract_code_from_html_text,0,9,4,66,2,27,1,2,5,7,4,60,2,25,1,2,5,9,4,66,2,27,1,2,5,9,4,66,2,27,1,2,5,9,4,69,2,27,1,2,5
ClassEval_44::format_line_html_text,0,9,3,76,2,23,1,4,8,6,2,65,2,19,1,4,9,6,2,57,2,20,1,3,9,7,2,63,2,21,1,4,8,7,2,62,2,28,1,3,9
ClassEval_45::adjust_brightness,0,4,2,33,2,10,1,3,9,4,2,33,2,10,1,3,9,4,2,33,2,10,1,2,8,4,2,33,2,10,1,3,9,4,2,33,2,10,1,3,9
ClassEval_45::load_image,0,2,1,18,2,9,1,3,6,2,1,18,2,9,1,3,6,2,1,18,2,9,1,3,6,2,1,18,2,9,1,3,6,2,1,18,2,9,1,3,6
ClassEval_45::resize_image,0,3,2,31,3,14,1,1,6,3,2,31,3,14,1,1,6,3,2,31,3,14,1,1,6,3,2,31,3,14,1,1,6,3,2,31,3,14,1,1,6
ClassEval_45::rotate_image,0,3,2,29,2,11,1,1,6,3,2,25,2,11,1,1,6,3,2,29,2,11,1,2,6,3,2,29,2,11,1,1,6,3,2,25,2,9,1,1,6
ClassEval_45::save_image,0,3,2,21,2,9,1,1,6,3,2,21,2,9,1,1,6,3,2,21,2,9,1,1,6,3,2,21,2,9,1,1,6,3,2,21,2,9,1,1,6
ClassEval_46::interpolate_1d,0,9,4,105,3,20,1,4,9,9,4,105,3,20,1,3,9,9,4,105,3,20,1,3,9,9,4,105,3,20,1,3,9,9,4,105,3,20,1,3,9
ClassEval_46::interpolate_2d,0,14,6,259,5,26,1,6,12,13,6,256,5,25,1,3,11,14,6,259,5,26,1,3,11,19,6,256,5,33,1,2,10,14,6,259,5,26,1,4,12
ClassEval_47::get_binary,0,5,3,42,1,12,1,3,8,5,3,42,1,12,1,3,8,5,3,45,1,12,1,2,7,5,3,42,1,12,1,3,7,5,3,45,1,12,1,3,8
ClassEval_47::get_octets,0,5,2,27,1,12,1,2,8,5,2,27,1,12,1,2,8,5,2,27,1,12,1,1,7,5,2,27,1,12,1,2,8,5,2,27,1,12,1,2,8
ClassEval_47::is_valid,0,8,5,53,1,15,1,2,6,8,5,53,1,15,1,2,6,8,5,53,1,15,1,1,5,8,5,53,1,15,1,2,6,8,5,50,1,15,1,2,6
ClassEval_48::get_hostname,0,5,2,25,1,13,1,4,6,5,2,25,1,13,1,3,6,5,2,25,1,13,1,3,6,5,2,25,1,13,1,3,6,5,2,25,1,13,1,4,6
ClassEval_48::is_valid_ipv4,0,8,5,51,1,17,1,1,4,6,2,27,1,16,1,5,9,6,2,27,1,16,1,5,9,7,2,29,1,17,1,2,7,7,2,29,1,17,1,3,7
ClassEval_48::is_valid_ipv6,0,6,2,27,1,15,1,4,7,6,2,27,1,16,1,5,8,6,2,27,1,16,1,5,8,6,2,27,1,15,1,4,7,6,2,27,1,15,1,5,7
ClassEval_49::get_job_applicants,0,6,4,47,2,17,1,9,9,6,3,37,2,17,1,8,10,6,4,47,2,17,1,7,8,6,4,47,2,17,1,9,9,6,3,43,2,17,1,9,10
ClassEval_49::post_job,0,3,1,35,4,14,1,5,8,3,1,35,4,14,1,5,8,3,1,35,4,14,1,3,5,3,1,35,4,14,1,5,8,3,1,35,4,14,1,5,8
ClassEval_49::remove_job,0,2,1,16,2,12,1,3,7,2,1,16,2,12,1,3,7,2,1,16,2,12,1,3,7,2,1,16,2,12,1,3,7,2,1,16,2,12,1,3,7
ClassEval_49::search_jobs,0,6,3,35,2,15,1,5,8,6,4,48,2,16,1,6,9,6,3,35,2,15,1,3,6,6,3,35,2,15,1,4,8,6,3,35,2,15,1,5,8
ClassEval_49::submit_resume,0,3,1,35,4,14,1,4,6,3,1,35,4,15,1,5,7,3,1,35,4,14,1,3,5,3,1,35,4,15,1,5,7,3,1,35,4,14,1,4,6
ClassEval_49::withdraw_resume,0,2,1,16,2,12,1,3,7,2,1,16,2,12,1,3,7,2,1,16,2,13,1,4,8,2,1,16,2,12,1,3,7,2,1,16,2,12,1,3,7
ClassEval_4::add_course_score,0,3,2,33,4,13,1,3,7,3,2,33,4,13,1,2,6,3,2,33,4,13,1,2,6,3,2,33,4,13,1,2,6,3,2,33,4,13,1,3,6
ClassEval_4::add_student,0,2,1,37,4,11,1,3,5,2,1,37,4,11,1,3,5,2,1,37,4,11,1,3,5,2,1,37,4,11,1,3,5,2,1,37,4,11,1,3,5
ClassEval_4::get_all_students_with_fail_course,0,8,4,49,1,16,1,1,5,8,4,49,1,15,1,1,5,8,4,49,1,15,1,1,5,6,4,52,1,13,1,1,5,8,4,49,1,15,1,2,5
ClassEval_4::get_course_average,0,8,4,55,2,13,1,2,6,8,4,55,2,13,1,2,6,10,4,56,2,15,1,1,5,10,4,56,2,15,1,2,6,8,4,55,2,13,1,2,6
ClassEval_4::get_gpa,0,6,3,45,2,17,1,2,7,6,3,45,2,17,1,2,7,6,3,45,2,17,1,1,6,6,3,45,2,17,1,2,7,6,3,45,2,17,1,3,8
ClassEval_4::get_top_student,0,9,4,46,1,19,1,2,7,9,4,46,1,19,1,2,6,9,4,46,1,19,1,1,6,9,4,46,1,19,1,2,7,9,4,46,1,19,1,2,7
ClassEval_50::process_json,0,7,3,45,3,21,1,5,9,6,3,44,3,20,1,5,9,7,3,46,3,21,1,2,7,7,3,45,3,21,1,5,8,7,3,45,3,21,1,5,8
ClassEval_50::read_json,0,8,3,45,2,16,1,5,9,8,3,45,2,16,1,5,9,8,3,45,2,16,1,4,8,8,3,45,2,16,1,5,9,8,3,45,2,16,1,5,9
ClassEval_50::write_json,0,7,2,37,3,18,1,6,9,7,2,37,3,18,1,6,9,7,2,37,3,18,1,5,8,7,2,37,3,18,1,6,9,7,2,37,3,18,1,6,9
ClassEval_51::fleiss_kappa,0,6,1,80,4,25,1,5,15,7,1,97,4,26,1,8,18,6,1,99,4,25,1,7,16,6,1,99,4,32,1,9,18,6,1,63,4,25,1,4,14
ClassEval_51::kappa,0,7,5,137,2,15,1,4,9,7,2,96,2,15,1,10,16,7,5,102,2,15,1,2,9,7,1,89,2,15,1,11,19,7,1,83,2,15,1,8,17
ClassEval_52::get_pos_tag,0,6,2,41,2,15,1,6,9,6,2,41,2,15,1,5,9,6,2,41,2,14,1,3,7,6,2,41,2,17,1,5,9,6,2,41,2,15,1,6,9
ClassEval_52::lemmatize_sentence,0,16,5,132,2,26,1,5,14,15,5,130,2,25,1,4,13,16,5,132,2,26,1,4,13,15,5,130,2,28,1,4,12,15,5,130,2,25,1,4,13
ClassEval_52::remove_punctuation,0,2,1,26,2,11,1,3,6,2,1,26,2,11,1,3,6,2,1,26,2,10,1,2,5,2,1,26,2,10,1,2,5,2,1,26,2,11,1,3,6
ClassEval_53::add_word,0,2,1,16,2,6,1,1,5,2,1,16,2,6,1,1,5,2,1,16,2,6,1,1,5,2,1,16,2,6,1,1,5,2,1,16,2,6,1,1,5
ClassEval_53::find_longest_word,0,9,5,56,2,20,1,4,9,9,5,56,2,20,1,4,9,9,5,56,2,20,1,2,7,7,4,48,2,18,1,4,8,9,5,56,2,20,1,4,9
ClassEval_54::create_board,0,10,2,95,1,20,1,5,14,7,2,80,1,17,1,4,12,10,2,95,1,20,1,4,14,6,2,77,1,16,1,4,12,11,2,100,1,21,1,3,12
ClassEval_54::has_path,0,2,1,12,3,15,1,2,6,2,1,12,3,15,1,2,6,2,1,12,3,15,1,1,6,19,9,199,5,34,2,4,17,2,1,12,3,15,1,2,6
ClassEval_54::is_game_over,0,5,4,31,1,16,1,2,5,5,4,31,1,16,1,2,5,5,4,31,1,16,1,1,5,5,4,31,1,16,1,2,5,5,4,31,1,16,1,2,6
ClassEval_54::is_valid_move,0,12,7,115,3,25,1,3,16,12,7,115,3,25,1,3,16,12,7,115,3,25,1,1,15,12,7,115,3,25,1,3,16,12,7,115,3,25,1,3,16
ClassEval_54::remove_icons,0,5,1,42,3,21,1,3,10,5,1,42,3,21,1,1,10,5,1,42,3,21,1,1,10,5,1,42,3,21,1,1,10,5,1,42,3,21,1,1,10
ClassEval_55::palindromic_length,0,6,4,64,4,16,1,3,5,8,4,59,4,18,1,4,5,4,4,51,4,14,1,2,5,8,4,59,4,18,1,3,5,6,4,64,4,16,1,3,5
ClassEval_55::palindromic_string,0,17,5,161,1,24,1,2,8,21,7,200,1,29,1,4,13,17,5,161,1,24,1,1,8,17,5,161,1,24,1,2,8,17,5,161,1,24,1,2,12
ClassEval_56::accuracy,0,6,2,45,3,15,1,1,7,6,2,56,3,15,1,2,12,6,2,56,3,15,1,2,12,6,2,45,3,15,1,1,7,6,2,56,3,15,1,2,12
ClassEval_56::f1_score,0,6,2,55,3,15,1,2,6,6,2,55,3,15,1,2,6,6,2,55,3,15,1,2,6,6,2,55,3,15,1,1,6,6,2,55,3,15,1,2,6
ClassEval_56::precision,0,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10
ClassEval_56::recall,0,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10,5,2,47,3,14,1,2,10
ClassEval_56::update,0,10,10,78,3,19,1,3,10,10,10,78,3,19,1,3,10,10,10,78,3,19,1,3,10,10,10,78,3,19,1,3,10,10,10,78,3,19,1,3,10
ClassEval_57::map,0,32,14,244,1,45,1,13,20,32,14,234,1,45,1,9,20,25,9,218,1,37,1,15,23,32,14,244,1,44,1,11,19,33,14,248,1,46,1,14,21
ClassEval_57::mrr,0,30,13,227,1,43,1,11,19,30,13,227,1,43,1,9,19,30,11,239,1,42,1,11,21,23,11,167,1,45,1,11,21,28,15,222,1,41,1,11,19
ClassEval_58::check_won,0,6,5,57,2,15,1,5,11,4,2,40,2,13,1,5,10,6,5,57,2,16,1,5,11,6,5,57,2,15,1,5,11,6,5,57,2,15,1,6,11
ClassEval_58::generate_mine_sweeper_map,0,14,8,166,1,22,1,5,17,14,8,166,1,22,1,5,17,14,8,166,1,22,1,5,16,14,8,166,1,25,1,9,20,14,8,166,1,22,1,5,17
ClassEval_58::generate_playerMap,0,2,3,30,1,9,1,2,8,2,3,30,1,9,1,2,8,2,3,30,1,9,1,1,7,2,3,30,1,9,1,2,8,2,3,30,1,9,1,2,8
ClassEval_58::sweep,0,8,3,62,3,20,1,5,15,8,3,62,3,20,1,5,15,7,3,60,3,18,1,3,12,8,3,62,3,19,1,4,14,6,2,55,3,17,1,4,13
ClassEval_59::add_movie,0,5,1,76,6,19,1,6,12,5,1,76,6,19,1,6,12,5,1,76,6,19,1,6,12,5,1,76,6,19,1,6,12,5,1,76,6,19,1,6,12
ClassEval_59::available_movies,0,8,4,67,3,19,1,7,9,8,4,67,3,17,1,4,7,8,4,67,3,17,1,4,7,8,4,67,3,17,1,4,7,8,4,67,3,17,1,5,7
ClassEval_59::book_ticket,0,11,5,77,3,25,1,5,9,11,5,77,3,25,1,5,6,11,5,75,3,25,1,1,5,11,5,77,3,25,1,5,7,11,5,75,3,25,1,5,8
ClassEval_5::display,0,2,1,15,3,11,1,3,5,2,1,15,3,11,1,3,5,2,1,15,3,11,1,2,4,2,1,20,3,11,1,4,6,2,1,15,3,11,1,3,5
ClassEval_5::interpret,0,13,5,112,2,21,1,5,9,13,5,112,2,21,1,5,9,13,5,112,2,22,1,5,9,13,5,112,2,21,1,5,9,13,5,112,2,21,1,5,9
ClassEval_60::create_table,0,3,1,21,1,9,1,6,9,3,1,21,1,8,1,4,8,3,1,21,1,9,1,6,9,3,1,21,1,7,1,3,8,3,1,21,1,9,1,6,9
ClassEval_60::delete_ticket,0,3,1,28,2,8,1,3,7,3,1,28,2,8,1,2,7,3,1,28,2,8,1,2,7,3,1,28,2,8,1,2,7,3,1,28,2,8,1,2,7
ClassEval_60::insert_ticket,0,3,1,39,5,11,1,3,7,3,1,39,5,11,1,3,7,3,1,39,5,11,1,3,7,3,1,39,5,11,1,3,7,3,1,39,5,11,1,3,7
ClassEval_60::search_tickets_by_customer,0,3,1,29,2,13,1,3,8,3,1,29,2,13,1,3,7,3,1,29,2,13,1,2,7,3,1,29,2,13,1,3,7,3,1,29,2,13,1,3,8
ClassEval_61::add_song,0,2,1,16,2,10,1,1,5,2,1,16,2,10,1,1,5,2,1,16,2,11,1,2,6,2,1,16,2,11,1,2,6,2,1,16,2,10,1,1,5
ClassEval_61::play,0,5,2,19,1,14,1,2,7,5,2,19,1,15,1,3,8,5,2,19,1,14,1,1,7,5,2,19,1,14,1,2,7,5,2,19,1,15,1,3,9
ClassEval_61::previous_song,0,10,3,50,1,20,1,3,12,10,3,50,1,20,1,3,11,10,3,50,1,20,1,2,11,10,3,50,1,20,1,3,12,10,3,50,1,20,1,3,11
ClassEval_61::remove_song,0,3,2,23,2,13,1,2,7,3,2,23,2,13,1,2,7,3,2,23,2,13,1,2,7,5,2,27,2,15,1,2,7,3,2,23,2,13,1,3,7
ClassEval_61::set_volume,0,5,2,24,2,15,1,4,6,5,2,24,2,14,1,2,5,5,2,24,2,14,1,1,5,5,2,24,2,15,1,4,6,5,2,24,2,15,1,5,6
ClassEval_61::shuffle,0,5,2,23,1,14,1,4,8,5,2,23,1,14,1,4,8,5,2,23,1,14,1,3,8,5,2,23,1,14,1,4,8,5,2,23,1,14,1,4,9
ClassEval_61::stop,0,5,2,20,1,15,1,3,8,5,2,20,1,14,1,2,6,5,2,20,1,15,1,2,7,5,2,20,1,15,1,3,7,5,2,20,1,14,1,2,6
ClassEval_61::switch_song,0,10,3,57,1,20,1,3,13,13,4,74,1,23,1,3,15,13,4,74,1,23,1,2,15,10,3,57,1,20,1,3,12,7,4,59,1,17,1,3,14
ClassEval_62::construct_stop_word_list,0,2,1,14,1,8,1,1,4,2,1,14,1,8,1,1,4,2,1,14,1,8,1,1,4,2,1,14,1,8,1,1,4,2,1,14,1,8,1,1,4
ClassEval_62::process,0,3,1,27,2,10,1,2,7,3,1,24,2,10,1,2,7,3,1,24,2,10,1,1,6,3,1,24,2,10,1,2,7,3,1,27,2,10,1,2,7
ClassEval_62::remove_stop_words,0,7,4,52,3,15,1,3,4,7,4,52,3,15,1,3,4,7,4,52,3,15,1,3,4,7,4,52,3,15,1,2,4,7,4,52,3,15,1,2,4
ClassEval_63::calculate_word_frequency,0,4,3,37,2,11,1,5,8,4,3,37,2,11,1,5,8,4,3,37,2,11,1,3,6,5,3,70,2,12,1,6,8,4,3,37,2,11,1,5,8
ClassEval_63::process,0,3,1,23,2,10,1,4,8,3,1,23,2,10,1,4,8,3,1,23,2,10,1,2,6,3,1,23,2,10,1,4,8,3,1,23,2,10,1,4,8
ClassEval_63::process_data,0,7,2,48,2,14,1,3,6,7,2,48,2,14,1,3,6,7,2,48,2,14,1,2,5,7,2,48,2,14,1,3,6,7,2,48,2,14,1,3,6
ClassEval_64::binary_to_decimal,0,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4
ClassEval_64::decimal_to_binary,0,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4
ClassEval_64::decimal_to_hex,0,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4
ClassEval_64::decimal_to_octal,0,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4,3,1,18,1,10,1,1,4
ClassEval_64::hex_to_decimal,0,3,1,16,1,10,1,2,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4
ClassEval_64::octal_to_decimal,0,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4,3,1,16,1,10,1,1,4
ClassEval_65::format,0,6,2,40,2,14,1,1,6,2,1,18,2,10,1,3,6,2,2,38,2,10,1,2,7,2,1,18,2,10,1,3,6,10,3,291,2,18,1,3,7
ClassEval_65::format_string,0,10,4,107,2,18,1,4,7,27,12,274,2,35,1,4,13,22,9,170,2,30,1,3,8,2,1,10,2,10,1,2,6,20,8,138,2,28,1,3,11
ClassEval_65::parse_more,0,2,1,15,2,10,1,2,5,2,1,15,2,10,1,2,5,2,1,15,2,10,1,1,5,2,1,15,2,12,1,4,7,2,2,26,2,10,1,2,6
ClassEval_65::trans_three,0,6,3,77,2,14,1,2,10,6,3,77,2,14,1,2,10,6,3,77,2,14,1,2,10,6,3,77,2,14,1,2,10,6,3,77,2,14,1,2,10
ClassEval_65::trans_two,0,7,4,69,2,15,1,3,11,7,3,55,2,15,1,1,10,7,4,69,2,15,1,2,11,7,3,55,2,15,1,1,10,7,3,59,2,15,1,2,10
ClassEval_66::is_hex_char,0,2,1,10,1,9,1,2,4,2,1,10,1,9,1,2,4,2,1,10,1,9,1,1,4,2,1,10,1,9,1,1,4,2,1,10,1,9,1,2,4
ClassEval_66::replace,0,7,2,44,3,18,2,5,8,7,2,44,3,18,2,5,8,7,2,44,3,18,2,2,6,7,2,44,3,18,2,5,8,7,2,44,3,18,2,5,9
ClassEval_67::add_dish,0,8,4,58,2,18,1,4,8,7,4,57,2,17,1,5,7,8,4,58,2,18,1,2,6,7,4,57,2,17,1,4,7,8,4,58,2,18,1,4,7
ClassEval_67::calculate_total,0,9,2,57,1,20,1,2,7,9,2,57,1,20,1,2,7,9,2,57,1,20,1,1,6,8,2,54,1,19,1,2,7,9,2,57,1,20,1,2,7
ClassEval_67::checkout,0,4,2,20,1,16,1,3,8,4,2,20,1,16,1,3,8,4,2,20,1,15,1,2,6,4,2,20,1,16,1,3,8,4,2,20,1,16,1,3,8
ClassEval_68::get_page,0,6,3,56,2,15,1,2,10,6,3,56,2,16,1,3,11,6,3,56,2,14,1,1,9,6,3,56,2,16,1,3,11,6,3,56,2,14,1,1,9
ClassEval_68::get_page_info,0,5,3,72,2,21,1,4,12,5,3,72,2,21,1,3,12,5,3,72,2,21,1,2,11,5,3,72,2,21,1,4,12,5,3,72,2,21,1,4,12
ClassEval_68::search,0,6,3,65,2,19,1,4,9,6,3,65,2,19,1,3,8,6,3,65,2,19,1,2,8,6,3,65,2,19,1,2,8,6,3,65,2,19,1,3,9
ClassEval_69::extract_text_from_pdfs,0,8,4,44,1,15,1,2,5,8,4,44,1,15,1,2,5,8,4,44,1,15,1,1,5,8,4,44,1,15,1,2,5,8,4,44,1,15,1,2,5
ClassEval_69::merge_pdfs,0,9,3,68,2,18,1,6,8,7,2,42,2,16,1,5,6,7,2,42,2,16,1,3,7,7,2,42,2,16,1,5,6,7,2,42,2,16,1,6,6
ClassEval_6::get,0,5,2,53,2,13,1,2,7,5,2,53,2,13,1,2,7,5,2,53,2,13,1,1,6,5,2,53,2,13,1,2,7,5,2,53,2,13,1,2,7
ClassEval_6::setNum,0,4,1,33,1,11,1,2,9,5,1,31,1,12,1,2,8,4,1,33,1,11,1,1,9,4,1,33,1,13,1,4,11,4,1,33,1,11,1,1,9
ClassEval_70::_validate_name,0,4,3,27,2,9,1,2,5,4,3,27,2,9,1,2,5,4,3,27,2,9,1,2,5,4,3,27,2,9,1,2,5,4,3,27,2,9,1,2,5
ClassEval_70::_validate_phoneNumber,0,4,4,34,2,9,1,3,7,4,4,36,2,9,1,3,7,4,4,34,2,9,1,3,7,4,4,36,2,9,1,3,7,4,4,34,2,9,1,3,7
ClassEval_70::_validate_sex,0,5,2,30,2,10,1,2,4,4,2,28,2,9,1,2,4,4,2,28,2,9,1,2,4,5,2,31,2,10,1,2,4,4,2,28,2,9,1,2,4
ClassEval_71::check_win,0,3,2,30,1,10,1,5,10,3,2,30,1,10,1,5,10,3,2,30,1,10,1,3,8,3,2,30,1,10,1,5,9,3,2,30,1,10,1,5,10
ClassEval_71::init_game,0,10,6,116,1,22,1,4,19,10,6,116,1,22,1,4,19,10,6,116,1,22,1,3,18,10,6,116,1,22,1,4,19,10,6,116,1,22,1,4,19
ClassEval_71::move,0,18,6,192,2,42,1,13,25,19,6,178,2,43,1,12,24,24,8,232,2,48,1,9,28,19,6,178,2,43,1,12,25,18,6,192,2,42,1,13,25
ClassEval_72::extract_email,0,3,1,24,2,11,1,2,6,3,1,24,2,11,1,2,6,3,1,24,2,11,1,2,6,3,1,24,2,11,1,2,6,3,1,24,2,11,1,3,6
ClassEval_72::findall,0,2,1,19,3,11,1,4,6,2,1,19,3,11,1,4,6,2,1,19,3,11,1,3,6,2,1,19,3,11,1,4,6,2,1,19,3,11,1,5,7
ClassEval_72::generate_email_pattern,0,3,1,11,1,10,1,1,4,3,1,11,1,10,1,2,4,3,1,11,1,10,1,2,4,3,1,11,1,10,1,2,4,3,1,11,1,10,1,2,4
ClassEval_72::generate_phone_number_pattern,0,3,1,11,1,10,1,3,5,3,1,11,1,10,1,2,4,2,1,8,1,9,1,1,4,3,1,11,1,10,1,2,4,3,1,11,1,10,1,3,4
ClassEval_72::generate_split_sentences_pattern,0,2,1,8,1,9,1,3,6,2,1,8,1,9,1,3,5,2,1,8,1,9,1,1,4,2,1,8,1,9,1,3,5,2,1,8,1,9,1,3,6
ClassEval_72::match,0,2,1,22,3,11,1,3,6,2,1,22,3,11,1,3,6,2,1,22,3,11,1,2,5,2,1,22,3,11,1,3,5,2,1,22,3,11,1,3,5
ClassEval_72::split,0,2,1,19,3,11,1,5,7,2,1,19,3,11,1,4,6,2,1,19,3,11,1,3,6,2,1,19,3,11,1,4,6,2,1,19,3,11,1,4,7
ClassEval_72::split_sentences,0,4,3,43,2,12,1,3,6,4,3,43,2,12,1,3,6,4,3,39,2,12,1,2,6,4,3,43,2,12,1,3,6,4,3,43,2,12,1,3,6
ClassEval_72::sub,0,2,1,23,4,12,1,4,7,2,1,23,4,12,1,4,6,2,1,23,4,12,1,3,6,2,1,23,4,12,1,4,6,2,1,23,4,12,1,4,6
ClassEval_72::validate_phone_number,0,3,1,24,2,11,1,1,6,3,1,24,2,11,1,2,6,3,1,24,2,11,1,1,6,3,1,24,2,11,1,1,6,3,1,24,2,11,1,1,6
ClassEval_73::attack,0,5,2,31,2,14,1,2,5,5,2,31,2,14,1,2,5,5,2,31,2,14,1,1,5,5,2,31,2,14,1,2,5,5,2,31,2,14,1,2,5
ClassEval_73::gain_exp,0,5,2,38,2,16,1,3,12,5,2,38,2,16,1,3,12,5,3,44,2,16,1,1,11,5,3,44,2,16,1,3,13,5,3,44,2,16,1,3,13
ClassEval_73::heal,0,3,1,24,1,10,1,1,6,3,1,24,1,10,1,1,6,3,1,24,1,10,1,1,6,3,1,24,1,10,1,1,6,3,1,24,1,10,1,1,6
ClassEval_73::is_alive,0,2,1,12,1,9,1,2,5,2,1,12,1,9,1,1,5,2,1,12,1,9,1,1,5,2,1,12,1,9,1,1,5,2,1,12,1,9,1,2,5
ClassEval_73::level_up,0,10,3,68,1,18,1,3,19,8,2,56,1,16,1,3,17,8,2,56,1,16,1,1,15,9,2,74,1,17,1,3,21,10,3,68,1,18,1,3,19
