module,error_ids,error_messages,count
62b8a7b2755ee91dce50a4a7,"missing-final-newline, missing-module-docstring, invalid-name, unused-import","Final newline missing | Missing module docstring | Module name ""62b8a7b2755ee91dce50a4a7"" doesn't conform to snake_case naming style | Unused datetime imported from datetime",4
62b8b3d4eb7e40a82d2d110d,"missing-final-newline, missing-module-docstring, invalid-name, import-error, import-outside-toplevel","Final newline missing | Missing module docstring | Module name ""62b8b3d4eb7e40a82d2d110d"" doesn't conform to snake_case naming style | Unable to import 'some_module' | Import outside toplevel (some_module._use_c_impl)",5
62b8b3d4eb7e40a82d2d110e,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62b8b3d4eb7e40a82d2d110e"" doesn't conform to snake_case naming style",3
62b8b3d4eb7e40a82d2d110f,"line-too-long, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Line too long (131/100) | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62b8b3d4eb7e40a82d2d110f"" doesn't conform to snake_case naming style",5
62b8b3d5eb7e40a82d2d1110,"missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, raise-missing-from, unused-import","Final newline missing | Missing module docstring | Module name ""62b8b3d5eb7e40a82d2d1110"" doesn't conform to snake_case naming style | Import outside toplevel (some_c_optimization_module) | Consider explicitly re-raising using 'except ImportError as exc' and 'raise ImportError('C optimizations are required but not available.') from exc' | Unused import some_c_optimization_module",6
62b8b3d6eb7e40a82d2d111c,"missing-final-newline, missing-module-docstring, invalid-name, no-else-return, unnecessary-comprehension, unused-argument","Final newline missing | Missing module docstring | Module name ""62b8b3d6eb7e40a82d2d111c"" doesn't conform to snake_case naming style | Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif"" | Unnecessary use of a comprehension, use list(sequence) instead. | Unused argument 'output'",6
62b8b416eb7e40a82d2d1129,"missing-final-newline, line-too-long, missing-module-docstring, invalid-name, no-else-return","Final newline missing | Line too long (109/100) | Missing module docstring | Module name ""62b8b416eb7e40a82d2d1129"" doesn't conform to snake_case naming style | Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",5
62b8b4b9eb7e40a82d2d1134,"trailing-whitespace, line-too-long, missing-final-newline, missing-module-docstring, invalid-name, invalid-name, unused-argument","Trailing whitespace | Line too long (105/100) | Final newline missing | Missing module docstring | Module name ""62b8b4b9eb7e40a82d2d1134"" doesn't conform to snake_case naming style | Function name ""namesAndDescriptions"" doesn't conform to snake_case naming style | Unused argument 'self'",7
62b8b4baeb7e40a82d2d1136,"missing-final-newline, missing-module-docstring, invalid-name, import-error, import-outside-toplevel, import-outside-toplevel, no-else-raise, unused-argument, unused-variable, unused-import","Final newline missing | Missing module docstring | Module name ""62b8b4baeb7e40a82d2d1136"" doesn't conform to snake_case naming style | Unable to import 'zope.interface' | Import outside toplevel (zope.interface.providedBy, zope.interface.Invalid) | Import outside toplevel (inspect.signature, inspect.Signature) | Unnecessary ""else"" after ""raise"", remove the ""else"" and de-indent the code inside it | Unused argument 'vtype' | Unused variable 'method_signature' | Unused Signature imported from inspect",10
62b8b4baeb7e40a82d2d1137,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name, invalid-name, import-error, import-outside-toplevel, import-outside-toplevel, no-else-raise, unused-import","Line too long (101/100) | Final newline missing | Missing module docstring | Module name ""62b8b4baeb7e40a82d2d1137"" doesn't conform to snake_case naming style | Function name ""verifyObject"" doesn't conform to snake_case naming style | Unable to import 'zope.interface' | Import outside toplevel (zope.interface.providedBy, zope.interface.Invalid) | Import outside toplevel (inspect.signature, inspect.Signature) | Unnecessary ""else"" after ""raise"", remove the ""else"" and de-indent the code inside it | Unused Signature imported from inspect",10
62b8b4c1eb7e40a82d2d1139,"missing-final-newline, missing-module-docstring, invalid-name, invalid-name","Final newline missing | Missing module docstring | Module name ""62b8b4c1eb7e40a82d2d1139"" doesn't conform to snake_case naming style | Function name ""verifyClass"" doesn't conform to snake_case naming style",4
62b8b559eb7e40a82d2d11f6,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, invalid-name","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62b8b559eb7e40a82d2d11f6"" doesn't conform to snake_case naming style | Function name ""determineMetaclass"" doesn't conform to snake_case naming style",5
62b8b559eb7e40a82d2d11f8,"line-too-long, line-too-long, missing-final-newline, missing-module-docstring, invalid-name, invalid-name, import-outside-toplevel, redefined-builtin, unused-import","Line too long (111/100) | Line too long (103/100) | Final newline missing | Missing module docstring | Module name ""62b8b559eb7e40a82d2d11f8"" doesn't conform to snake_case naming style | Function name ""minimalBases"" doesn't conform to snake_case naming style | Import outside toplevel (collections.defaultdict) | Redefining built-in 'super' | Unused defaultdict imported from collections",9
62b8b58deb7e40a82d2d1269,"missing-final-newline, missing-module-docstring, invalid-name, invalid-name","Final newline missing | Missing module docstring | Module name ""62b8b58deb7e40a82d2d1269"" doesn't conform to snake_case naming style | Function name ""directlyProvidedBy"" doesn't conform to snake_case naming style",4
62b8b590eb7e40a82d2d1275,"missing-final-newline, missing-module-docstring, invalid-name, invalid-name, import-outside-toplevel, consider-using-enumerate","Final newline missing | Missing module docstring | Module name ""62b8b590eb7e40a82d2d1275"" doesn't conform to snake_case naming style | Function name ""_legacy_mergeOrderings"" doesn't conform to snake_case naming style | Import outside toplevel (collections.defaultdict, collections.deque) | Consider using enumerate instead of iterating with range and len",6
62b8b59feb7e40a82d2d1291,"missing-final-newline, missing-module-docstring, invalid-name, invalid-name, no-else-return","Final newline missing | Missing module docstring | Module name ""62b8b59feb7e40a82d2d1291"" doesn't conform to snake_case naming style | Function name ""_getTargetClass"" doesn't conform to snake_case naming style | Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",5
62b8b99de0d34b282c1811f8,"missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, unused-argument","Final newline missing | Missing module docstring | Module name ""62b8b99de0d34b282c1811f8"" doesn't conform to snake_case naming style | Import outside toplevel (logging) | Unused argument 'cls'",5
62b8bbbce0d34b282c18120d,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (111/100) | Final newline missing | Missing module docstring | Module name ""62b8bbbce0d34b282c18120d"" doesn't conform to snake_case naming style",4
62b8bbbfe0d34b282c18120f,"missing-final-newline, missing-module-docstring, invalid-name, broad-exception-caught, unused-variable","Final newline missing | Missing module docstring | Module name ""62b8bbbfe0d34b282c18120f"" doesn't conform to snake_case naming style | Catching too general exception Exception | Unused variable 'e'",5
62b8bbbfe0d34b282c181210,"missing-final-newline, missing-module-docstring, invalid-name, broad-exception-caught, unused-variable","Final newline missing | Missing module docstring | Module name ""62b8bbbfe0d34b282c181210"" doesn't conform to snake_case naming style | Catching too general exception Exception | Unused variable 'e'",5
62b8c517e0d34b282c18122e,"trailing-whitespace, line-too-long, missing-final-newline, missing-module-docstring, invalid-name, too-many-locals, import-outside-toplevel, unused-argument","Trailing whitespace | Line too long (111/100) | Final newline missing | Missing module docstring | Module name ""62b8c517e0d34b282c18122e"" doesn't conform to snake_case naming style | Too many local variables (17/15) | Import outside toplevel (traceback) | Unused argument 'cls'",8
62b8d22548ba5a41d1c3f472,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name, undefined-variable","Line too long (137/100) | Final newline missing | Missing module docstring | Module name ""62b8d22548ba5a41d1c3f472"" doesn't conform to snake_case naming style | Undefined variable 'hashkey'",5
62b8d22948ba5a41d1c3f47c,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62b8d22948ba5a41d1c3f47c"" doesn't conform to snake_case naming style",3
62b8d22a48ba5a41d1c3f47d,"missing-final-newline, missing-module-docstring, invalid-name, undefined-variable, no-else-return, protected-access","Final newline missing | Missing module docstring | Module name ""62b8d22a48ba5a41d1c3f47d"" doesn't conform to snake_case naming style | Undefined variable '__marker' | Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif"" | Access to a protected member __marker of a client class",6
62b8d22a48ba5a41d1c3f47e,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62b8d22a48ba5a41d1c3f47e"" doesn't conform to snake_case naming style",3
62b8d22f48ba5a41d1c3f488,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62b8d22f48ba5a41d1c3f488"" doesn't conform to snake_case naming style",3
62b8d23748ba5a41d1c3f496,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (104/100) | Final newline missing | Missing module docstring | Module name ""62b8d23748ba5a41d1c3f496"" doesn't conform to snake_case naming style",4
62b8d23748ba5a41d1c3f497,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62b8d23748ba5a41d1c3f497"" doesn't conform to snake_case naming style",5
62b8d23948ba5a41d1c3f498,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62b8d23948ba5a41d1c3f498"" doesn't conform to snake_case naming style",3
62b8d23a48ba5a41d1c3f499,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62b8d23a48ba5a41d1c3f499"" doesn't conform to snake_case naming style",3
62b8d23b48ba5a41d1c3f49a,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62b8d23b48ba5a41d1c3f49a"" doesn't conform to snake_case naming style",3
62b8d23c48ba5a41d1c3f49b,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62b8d23c48ba5a41d1c3f49b"" doesn't conform to snake_case naming style",4
62b8d23e48ba5a41d1c3f49e,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62b8d23e48ba5a41d1c3f49e"" doesn't conform to snake_case naming style",3
62b8d24048ba5a41d1c3f49f,"missing-final-newline, missing-module-docstring, invalid-name, no-else-return","Final newline missing | Missing module docstring | Module name ""62b8d24048ba5a41d1c3f49f"" doesn't conform to snake_case naming style | Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",4
62b8d27a48ba5a41d1c3f4c6,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name, undefined-variable, undefined-variable","Line too long (146/100) | Final newline missing | Missing module docstring | Module name ""62b8d27a48ba5a41d1c3f4c6"" doesn't conform to snake_case naming style | Undefined variable 'hashkey' | Undefined variable 'dummy_lock'",6
62e4fb4d85ea9864308902e7,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62e4fb4d85ea9864308902e7"" doesn't conform to snake_case naming style",3
62e4fb6585ea98643089032b,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62e4fb6585ea98643089032b"" doesn't conform to snake_case naming style",3
62e4fbda85ea986430890403,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62e4fbda85ea986430890403"" doesn't conform to snake_case naming style",3
62e4fbda85ea986430890405,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, missing-function-docstring, undefined-variable, undefined-variable, undefined-variable, import-outside-toplevel, import-outside-toplevel, import-outside-toplevel, subprocess-run-check, unused-argument, unused-import","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62e4fbda85ea986430890405"" doesn't conform to snake_case naming style | Missing function or method docstring | Undefined variable '_get_platform_max_length' | Undefined variable 'Sequence' | Undefined variable 'Any' | Import outside toplevel (subprocess) | Import outside toplevel (os) | Import outside toplevel (multiprocessing.Pool) | 'subprocess.run' used without explicitly defining the value for 'check'. | Unused argument 'kwargs' | Unused import os",14
62e4fc3c85ea98643089041e,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62e4fc3c85ea98643089041e"" doesn't conform to snake_case naming style",5
62e5dc9ed76274f8a4026b5b,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62e5dc9ed76274f8a4026b5b"" doesn't conform to snake_case naming style",3
62e60707d76274f8a4026b69,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name, missing-class-docstring, too-few-public-methods","Line too long (102/100) | Final newline missing | Missing module docstring | Module name ""62e60707d76274f8a4026b69"" doesn't conform to snake_case naming style | Missing class docstring | Too few public methods (1/2)",6
62e60723d76274f8a4026b75,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62e60723d76274f8a4026b75"" doesn't conform to snake_case naming style",3
62e60723d76274f8a4026b76,"superfluous-parens, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel","Unnecessary parens after 'not' keyword | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62e60723d76274f8a4026b76"" doesn't conform to snake_case naming style | Import outside toplevel (datetime.datetime, datetime.timedelta)",6
62e60873d76274f8a4026bd8,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Line too long (105/100) | Final newline missing | Missing module docstring | Module name ""62e60873d76274f8a4026bd8"" doesn't conform to snake_case naming style | Unused argument 'cls'",5
62e60879d76274f8a4026bec,"line-too-long, line-too-long, missing-final-newline, missing-module-docstring, invalid-name, too-many-arguments, too-many-positional-arguments, protected-access","Line too long (102/100) | Line too long (134/100) | Final newline missing | Missing module docstring | Module name ""62e60879d76274f8a4026bec"" doesn't conform to snake_case naming style | Too many arguments (9/5) | Too many positional arguments (9/5) | Access to a protected member _create_response of a client class",8
62e6087ad76274f8a4026bf2,"missing-final-newline, missing-module-docstring, invalid-name, unnecessary-pass, unused-argument, unused-argument, unused-argument, unused-argument, unused-argument, unused-argument","Final newline missing | Missing module docstring | Module name ""62e6087ad76274f8a4026bf2"" doesn't conform to snake_case naming style | Unnecessary pass statement | Unused argument 'self' | Unused argument 'n' | Unused argument 'qid' | Unused argument 'dehydration_hooks' | Unused argument 'hydration_hooks' | Unused argument 'handlers'",10
62e6087bd76274f8a4026bfa,"line-too-long, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Line too long (109/100) | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62e6087bd76274f8a4026bfa"" doesn't conform to snake_case naming style",7
62e60b10d76274f8a4026ccd,"line-too-long, line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (399/100) | Line too long (132/100) | Final newline missing | Missing module docstring | Module name ""62e60b10d76274f8a4026ccd"" doesn't conform to snake_case naming style",5
62e60da4d76274f8a4026cf1,"line-too-long, line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (142/100) | Line too long (150/100) | Final newline missing | Missing module docstring | Module name ""62e60da4d76274f8a4026cf1"" doesn't conform to snake_case naming style",5
62e60e05d76274f8a4026cfd,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62e60e05d76274f8a4026cfd"" doesn't conform to snake_case naming style",3
62e60e3bd76274f8a4026d1a,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62e60e3bd76274f8a4026d1a"" doesn't conform to snake_case naming style",3
62e60e49d76274f8a4026d25,"line-too-long, line-too-long, line-too-long, line-too-long, line-too-long, line-too-long, missing-final-newline, missing-module-docstring, invalid-name, unused-argument, unused-argument, unused-argument, unused-argument, unused-argument","Line too long (156/100) | Line too long (154/100) | Line too long (108/100) | Line too long (184/100) | Line too long (112/100) | Line too long (129/100) | Final newline missing | Missing module docstring | Module name ""62e60e49d76274f8a4026d25"" doesn't conform to snake_case naming style | Unused argument 'args' | Unused argument 'kwargs' | Unused argument 'func' | Unused argument 'metadata' | Unused argument 'timeout'",14
62e60ecfd76274f8a4026d6a,"line-too-long, line-too-long, line-too-long, line-too-long, missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Line too long (412/100) | Line too long (109/100) | Line too long (154/100) | Line too long (105/100) | Final newline missing | Missing module docstring | Module name ""62e60ecfd76274f8a4026d6a"" doesn't conform to snake_case naming style | Unused argument 'cls'",8
62e60ed4d76274f8a4026da0,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62e60ed4d76274f8a4026da0"" doesn't conform to snake_case naming style",3
62e60f33d76274f8a4026de9,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, undefined-variable","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62e60f33d76274f8a4026de9"" doesn't conform to snake_case naming style | Undefined variable 'Point'",5
62e60f37d76274f8a4026dfd,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62e60f37d76274f8a4026dfd"" doesn't conform to snake_case naming style",3
62e60f3bd76274f8a4026e10,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62e60f3bd76274f8a4026e10"" doesn't conform to snake_case naming style",5
62e60f43d76274f8a4026e28,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62e60f43d76274f8a4026e28"" doesn't conform to snake_case naming style",5
62ece4982e6aefcf4aabbd5f,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd5f"" doesn't conform to snake_case naming style",3
62ece4982e6aefcf4aabbd60,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd60"" doesn't conform to snake_case naming style",5
62ece4982e6aefcf4aabbd61,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd61"" doesn't conform to snake_case naming style | Import outside toplevel (collections.defaultdict)",5
62ece4982e6aefcf4aabbd62,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd62"" doesn't conform to snake_case naming style",3
62ece4982e6aefcf4aabbd63,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd63"" doesn't conform to snake_case naming style",3
62ece4982e6aefcf4aabbd64,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd64"" doesn't conform to snake_case naming style",3
62ece4982e6aefcf4aabbd65,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name, protected-access","Line too long (122/100) | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd65"" doesn't conform to snake_case naming style | Access to a protected member _actions of a client class",5
62ece4982e6aefcf4aabbd66,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, no-else-return","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd66"" doesn't conform to snake_case naming style | Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",5
62ece4982e6aefcf4aabbd67,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd67"" doesn't conform to snake_case naming style",3
62ece4982e6aefcf4aabbd68,"trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, missing-function-docstring","Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd68"" doesn't conform to snake_case naming style | Missing function or method docstring",8
62ece4982e6aefcf4aabbd69,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (105/100) | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd69"" doesn't conform to snake_case naming style",4
62ece4982e6aefcf4aabbd6a,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd6a"" doesn't conform to snake_case naming style",3
62ece4982e6aefcf4aabbd6b,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd6b"" doesn't conform to snake_case naming style",3
62ece4982e6aefcf4aabbd6d,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd6d"" doesn't conform to snake_case naming style",3
62ece4982e6aefcf4aabbd6f,"line-too-long, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, missing-timeout, wrong-import-order, wrong-import-order","Line too long (104/100) | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd6f"" doesn't conform to snake_case naming style | Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely | standard import ""tarfile"" should be placed before third party import ""requests"" | standard import ""pathlib.Path"" should be placed before third party import ""requests""",8
62ece4982e6aefcf4aabbd70,"missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd70"" doesn't conform to snake_case naming style | Import outside toplevel (platform)",4
62ece4982e6aefcf4aabbd71,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd71"" doesn't conform to snake_case naming style",3
62ece4982e6aefcf4aabbd72,"missing-final-newline, missing-module-docstring, invalid-name, no-else-return","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd72"" doesn't conform to snake_case naming style | Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",4
62ece4982e6aefcf4aabbd73,"line-too-long, line-too-long, missing-final-newline, missing-module-docstring, invalid-name, redefined-outer-name, unused-import","Line too long (106/100) | Line too long (109/100) | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd73"" doesn't conform to snake_case naming style | Redefining name 'platform' from outer scope (line 2) | Unused import platform",7
62ece4982e6aefcf4aabbd74,"trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, unused-import","Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd74"" doesn't conform to snake_case naming style | Unused import os",8
62ece4982e6aefcf4aabbd75,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, subprocess-run-check, unspecified-encoding, unused-argument","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd75"" doesn't conform to snake_case naming style | 'subprocess.run' used without explicitly defining the value for 'check'. | Using open without explicitly specifying an encoding | Unused argument 'ignored'",7
62ece4982e6aefcf4aabbd76,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd76"" doesn't conform to snake_case naming style",4
62ece4982e6aefcf4aabbd77,"missing-final-newline, missing-module-docstring, invalid-name, no-else-return, too-many-return-statements","Final newline missing | Missing module docstring | Module name ""62ece4982e6aefcf4aabbd77"" doesn't conform to snake_case naming style | Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif"" | Too many return statements (8/6)",5
62ece4992e6aefcf4aabbd78,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd78"" doesn't conform to snake_case naming style",3
62ece4992e6aefcf4aabbd79,"line-too-long, missing-final-newline, line-too-long, missing-module-docstring, invalid-name","Line too long (164/100) | Final newline missing | Line too long (101/100) | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd79"" doesn't conform to snake_case naming style",5
62ece4992e6aefcf4aabbd7a,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd7a"" doesn't conform to snake_case naming style",3
62ece4992e6aefcf4aabbd7b,"line-too-long, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, unspecified-encoding","Line too long (107/100) | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd7b"" doesn't conform to snake_case naming style | Using open without explicitly specifying an encoding",8
62ece4992e6aefcf4aabbd7c,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd7c"" doesn't conform to snake_case naming style",3
62ece4992e6aefcf4aabbd7d,"missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, import-outside-toplevel, subprocess-run-check","Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd7d"" doesn't conform to snake_case naming style | Import outside toplevel (subprocess) | Import outside toplevel (os) | 'subprocess.run' used without explicitly defining the value for 'check'.",6
62ece4992e6aefcf4aabbd7e,"line-too-long, line-too-long, line-too-long, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, no-else-return","Line too long (109/100) | Line too long (118/100) | Line too long (108/100) | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd7e"" doesn't conform to snake_case naming style | Import outside toplevel (os) | Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",9
62ece4992e6aefcf4aabbd7f,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd7f"" doesn't conform to snake_case naming style",4
62ece4992e6aefcf4aabbd80,"line-too-long, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Line too long (109/100) | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd80"" doesn't conform to snake_case naming style",6
62ece4992e6aefcf4aabbd82,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd82"" doesn't conform to snake_case naming style",3
62ece4992e6aefcf4aabbd83,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, too-many-arguments, too-many-positional-arguments, unspecified-encoding, subprocess-run-check, unused-variable","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd83"" doesn't conform to snake_case naming style | Too many arguments (6/5) | Too many positional arguments (6/5) | Using open without explicitly specifying an encoding | 'subprocess.run' used without explicitly defining the value for 'check'. | Unused variable 'devnull'",9
62ece4992e6aefcf4aabbd84,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (177/100) | Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd84"" doesn't conform to snake_case naming style",4
62ece4992e6aefcf4aabbd85,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, missing-function-docstring, undefined-variable, undefined-variable, undefined-variable","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd85"" doesn't conform to snake_case naming style | Missing function or method docstring | Undefined variable 'Optional' | Undefined variable 'Set' | Undefined variable 'Set'",9
62ece4992e6aefcf4aabbd86,"missing-final-newline, missing-module-docstring, invalid-name, no-else-return","Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd86"" doesn't conform to snake_case naming style | Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",4
