id,generated_code,comments,identifiers,literals,docstring,Notes
6367677f1a6d9265ec01834b,"import java.util.LinkedList;

public class LoggingBuffer {
    private LinkedList<LoggingEvent> buffer;
    private int capacity;

    public LoggingBuffer(int capacity) {
        this.capacity = capacity;
        this.buffer = new LinkedList<>();
    }

    /** 
     * Coloca un {@link LoggingEvent} en el búfer. Si el búfer está lleno, el evento es <b>silenciosamente descartado</b>. Es responsabilidad del llamador asegurarse de que el búfer tenga espacio libre.  
     */
    public void put(LoggingEvent o) {
        if (buffer.size() < capacity) {
            buffer.add(o);
        }
        // Si el búfer está lleno, el evento es descartado silenciosamente.
    }
}

class LoggingEvent {
    // Implementación de LoggingEvent
}",spanish,english,none,spanish,
636767df1a6d9265ec018744,"import java.util.ArrayList;
import java.util.List;

public class TimeRangeBuilder {

    private static final long FETCH_DATA_DURATION = 3600000; // Example duration in milliseconds (1 hour)

    /**
     * Divide los rangos de tiempo para asegurar que el tiempo de inicio y el tiempo de finalización sean menores que {@link #FETCH_DATA_DURATION}
     */
    protected List<TimeRange> construirRangosDeTiempo(long inicio, long fin) {
        List<TimeRange> timeRanges = new ArrayList<>();

        if (fin - inicio > FETCH_DATA_DURATION) {
            long currentStart = inicio;
            while (currentStart < fin) {
                long currentEnd = Math.min(currentStart + FETCH_DATA_DURATION, fin);
                timeRanges.add(new TimeRange(currentStart, currentEnd));
                currentStart = currentEnd;
            }
        } else {
            timeRanges.add(new TimeRange(inicio, fin));
        }

        return timeRanges;
    }

    public static class TimeRange {
        private long start;
        private long end;

        public TimeRange(long start, long end) {
            this.start = start;
            this.end = end;
        }

        public long getStart() {
            return start;
        }

        public long getEnd() {
            return end;
        }

        @Override
        public String toString() {
            return ""TimeRange{"" +
                    ""start="" + start +
                    "", end="" + end +
                    '}';
        }
    }
}",english,english,english,spanish,
636767031a6d9265ec0178e6,"public class ByteArrayConverter {

    /** 
     * <p>Convierte un arreglo de objetos Byte a primitivos.</p> 
     * <p>Este método devuelve <code>null</code> para un arreglo de entrada <code>null</code>.</p>
     * @param array  un arreglo de <code>Byte</code>, puede ser <code>null</code>
     * @return un array de <code>byte</code>, <code>null</code> si el array de entrada es nulo
     * @throws NullPointerException si el contenido del array es <code>null</code>
     */
    public static byte[] toPrimitive(final Byte[] array) {
        if (array == null) {
            return null;
        }
        byte[] result = new byte[array.length];
        for (int i = 0; i < array.length; i++) {
            if (array[i] == null) {
                throw new NullPointerException(""El contenido del array no puede ser nulo"");
            }
            result[i] = array[i];
        }
        return result;
    }

    public static void main(String[] args) {
        // Ejemplo de uso
        Byte[] byteArray = {1, 2, 3, 4, 5};
        byte[] primitiveArray = toPrimitive(byteArray);
        for (byte b : primitiveArray) {
            System.out.print(b + "" "");
        }
    }
}",spanish,english,spanish,spanish,
636767dc1a6d9265ec0186be,"public class TimeBucketCompressor {

    /**
     * Sigue el ""dayStep"" para reformatear el valor literal largo del bucket de tiempo. 
     * Por ejemplo, en dayStep == 11, el ""bucket"" de tiempo reformateado 20000105 es 20000101, 
     * el ""bucket"" de tiempo reformateado 20000115 es 20000112, 
     * y el ""bucket"" de tiempo reformateado 20000123 es 20000123.
     */
    static long comprimirBucketDeTiempo(long bucketDeTiempo, int pasoDiario) {
        // Extraer el año, mes y día del bucket de tiempo
        int year = (int) (bucketDeTiempo / 10000);
        int month = (int) ((bucketDeTiempo % 10000) / 100);
        int day = (int) (bucketDeTiempo % 100);
        
        // Calcular el día del año
        java.time.LocalDate date = java.time.LocalDate.of(year, month, day);
        int dayOfYear = date.getDayOfYear();
        
        // Calcular el nuevo día del año basado en el paso diario
        int newDayOfYear = (dayOfYear / pasoDiario) * pasoDiario;
        
        // Obtener la nueva fecha
        java.time.LocalDate newDate = java.time.LocalDate.ofYearDay(year, newDayOfYear);
        
        // Reformatear la nueva fecha a formato largo
        return newDate.getYear() * 10000 + newDate.getMonthValue() * 100 + newDate.getDayOfMonth();
    }

    public static void main(String[] args) {
        long bucketDeTiempo = 20000105;
        int pasoDiario = 11;
        long resultado = comprimirBucketDeTiempo(bucketDeTiempo, pasoDiario);
        System.out.println(""Bucket de tiempo reformateado: "" + resultado);
    }
}",spanish,both,english,spanish,
636767a41a6d9265ec01856c,"import java.nio.charset.StandardCharsets;

public class UTF8SizeCalculator {

    /** 
     * Calcula el tamaño de la cadena utf8 que comienza en el índice especificado {@code index} con la longitud especificada {@code length}.
     */
    public static int computeUTF8Size(final CharSequence str, final int index, final int len) {
        if (str == null) {
            throw new IllegalArgumentException(""Input string cannot be null"");
        }
        if (index < 0 || len < 0 || index + len > str.length()) {
            throw new IndexOutOfBoundsException(""Index or length is out of bounds"");
        }

        String substring = str.subSequence(index, index + len).toString();
        return substring.getBytes(StandardCharsets.UTF_8).length;
    }

    public static void main(String[] args) {
        String testString = ""Hello, 世界""; // Example string
        int utf8Size = computeUTF8Size(testString, 0, testString.length());
        System.out.println(""UTF-8 size: "" + utf8Size);
    }
}",english,english,english,spanish,
636766f01a6d9265ec017639,"import java.util.Arrays;
import java.util.Collections;
import java.util.List;

public class ArrayToList {

    /** 
     * Array a Lista. <p> Funciona como {@link Arrays#asList(Object)},pero maneja arreglos nulos.
     * @return una lista respaldada por el arreglo.
     */
    public static <T> List<T> asList(T[] a) {
        if (a == null) {
            return Collections.emptyList();
        }
        return Arrays.asList(a);
    }

    public static void main(String[] args) {
        // Ejemplo de uso
        String[] array = {""uno"", ""dos"", ""tres""};
        List<String> list = asList(array);
        System.out.println(list); // Salida: [uno, dos, tres]

        String[] nullArray = null;
        List<String> nullList = asList(nullArray);
        System.out.println(nullList); // Salida: []
    }
}",spanish,english,spanish,spanish,
6367672d1a6d9265ec017c74,"import java.util.HashSet;

public class CustomSet {
    private HashSet<Integer> set;

    public CustomSet() {
        set = new HashSet<>();
    }

    /** 
     * Elimina un valor del conjunto. Devuelve verdadero si el conjunto contenía el elemento especificado. 
     */
    public boolean remove(int val) {
        return set.remove(val);
    }

    public void add(int val) {
        set.add(val);
    }

    public boolean contains(int val) {
        return set.contains(val);
    }

    public static void main(String[] args) {
        CustomSet customSet = new CustomSet();
        customSet.add(1);
        customSet.add(2);
        System.out.println(customSet.remove(1)); // true
        System.out.println(customSet.remove(3)); // false
    }
}",english,english,none,spanish,
6367676b1a6d9265ec0181df,"public class StringUtils {

    /** 
     * Devuelve {@code true} si la cadena dada comienza con el prefijo especificado sin distinguir entre mayúsculas y minúsculas, {@code false} en caso contrario.
     * @param str la cadena a verificar
     * @param prefix el prefijo a buscar
     * @return {@code true} si la cadena dada comienza con el prefijo especificado sin distinguir entre mayúsculas y minúsculas, {@code false} en caso contrario.
     * @see java.lang.String#startsWith
     */
    public static boolean startsWithIgnoreCase(String str, String prefix) {
        if (str == null || prefix == null) {
            return false;
        }
        if (prefix.length() > str.length()) {
            return false;
        }
        return str.substring(0, prefix.length()).equalsIgnoreCase(prefix);
    }

    public static void main(String[] args) {
        System.out.println(startsWithIgnoreCase(""Hello World"", ""hello"")); // true
        System.out.println(startsWithIgnoreCase(""Hello World"", ""world"")); // false
        System.out.println(startsWithIgnoreCase(""Hello World"", ""Hello"")); // true
        System.out.println(startsWithIgnoreCase(""Hello World"", ""HELLO"")); // true
        System.out.println(startsWithIgnoreCase(null, ""prefix"")); // false
        System.out.println(startsWithIgnoreCase(""Hello World"", null)); // false
    }
}",english,english,english,spanish,
6367674b1a6d9265ec017dc0,"import java.util.HashSet;
import java.util.Set;

public class Graph<V> {
    private Set<V> vertices;
    private Set<Edge<V>> edges;

    public Graph() {
        this.vertices = new HashSet<>();
        this.edges = new HashSet<>();
    }

    public void addVertex(V vertex) {
        vertices.add(vertex);
    }

    public void addEdge(V source, V destination) {
        edges.add(new Edge<>(source, destination));
        addVertex(source);
        addVertex(destination);
    }

    /** 
     * Calcula todos los vértices que tienen un grado positivo iterando sobre las aristas intencionadamente. 
     * Esto mantiene la complejidad en $O(m)$ donde $m$ es el número de aristas.
     * @return conjunto de vértices con grado positivo
     */
    private Set<V> initVisibleVertices() {
        Set<V> visibleVertices = new HashSet<>();
        for (Edge<V> edge : edges) {
            visibleVertices.add(edge.source);
            visibleVertices.add(edge.destination);
        }
        return visibleVertices;
    }

    private static class Edge<V> {
        V source;
        V destination;

        Edge(V source, V destination) {
            this.source = source;
            this.destination = destination;
        }
    }
}",none,english,none,spanish,
636767001a6d9265ec017873,"public class StringUtils {
    
    /** 
     * <p>Invierte una cadena de acuerdo con {@link StringBuilder#reverse()}.</p> 
     * <p>Una cadena <code>null</code> devuelve <code>null</code>.</p> 
     * <pre> StringUtils.reverse(null)  = null StringUtils.reverse("""")    = """" StringUtils.reverse(""bat"") = ""tab"" </pre>
     * @param str  la cadena a invertir, puede ser null
     * @return la cadena invertida, <code>null</code> si la entrada es una cadena null
     */
    public static String reverse(final String str) {
        if (str == null) {
            return null;
        }
        return new StringBuilder(str).reverse().toString();
    }

    public static void main(String[] args) {
        System.out.println(reverse(null));  // Output: null
        System.out.println(reverse(""""));    // Output: """"
        System.out.println(reverse(""bat""));  // Output: ""tab""
    }
}",english,english,english,spanish,
636766ff1a6d9265ec01783b,"public class SubstringUtil {

    /** 
     * Obtiene una subcadena de la cadena especificada evitando excepciones. 
     */
    public static String sub(String str, int start, int end) {
        if (str == null) {
            return null;
        }
        if (start < 0) {
            start = 0;
        }
        if (end > str.length()) {
            end = str.length();
        }
        if (start > end) {
            return """";
        }
        return str.substring(start, end);
    }

    public static void main(String[] args) {
        // Ejemplo de uso
        String result = sub(""Hola Mundo"", 0, 4);
        System.out.println(result); // Salida: Hola
    }
}",spanish,english,spanish,spanish,
6367671a1a6d9265ec017c15,"import java.util.Arrays;

public class ByteVector {
    private byte[] data;
    private int size;

    public ByteVector() {
        this.data = new byte[10]; // Initial capacity
        this.size = 0;
    }

    /**
     * Coloca un array de bytes en este vector de bytes. El vector de bytes se amplía automáticamente si es necesario.
     * @param byteArrayValue un array de bytes. Puede ser {@literal null} para colocar {@code byteLength} bytes nulos en este vector de bytes.
     * @param byteOffset índice del primer byte de byteArrayValue que debe ser copiado.
     * @param byteLength número de bytes de byteArrayValue que deben ser copiados.
     * @return este vector de bytes.
     */
    public ByteVector putByteArray(final byte[] byteArrayValue, final int byteOffset, final int byteLength) {
        if (byteLength < 0) {
            throw new IllegalArgumentException(""byteLength cannot be negative"");
        }
        
        if (byteArrayValue == null) {
            byteArrayValue = new byte[byteLength]; // Create an array of null bytes
        } else if (byteOffset < 0 || byteOffset + byteLength > byteArrayValue.length) {
            throw new IndexOutOfBoundsException(""Invalid byteOffset or byteLength"");
        }

        ensureCapacity(size + byteLength);
        System.arraycopy(byteArrayValue, byteOffset, data, size, byteLength);
        size += byteLength;

        return this;
    }

    private void ensureCapacity(int requiredCapacity) {
        if (requiredCapacity > data.length) {
            int newCapacity = Math.max(data.length * 2, requiredCapacity);
            data = Arrays.copyOf(data, newCapacity);
        }
    }

    public int size() {
        return size;
    }

    public byte[] toByteArray() {
        return Arrays.copyOf(data, size);
    }
}",none,english,english,spanish,
636766821a6d9265ec0174d2,"import javax.servlet.http.HttpServletRequest;
import org.atmosphere.cpr.AtmosphereRequest;

public class RequestWrapper {

    /** 
     * Envuelve un {@link HttpServletRequest}.
     * @param request {@link HttpServletRequest}
     * @return un {@link AtmosphereRequest}
     */
    public static AtmosphereRequest wrap(HttpServletRequest request) {
        // Create a new AtmosphereRequest using the provided HttpServletRequest
        AtmosphereRequest atmosphereRequest = new AtmosphereRequest();
        
        // Set the necessary attributes from HttpServletRequest to AtmosphereRequest
        atmosphereRequest.setRequest(request);
        
        // Return the wrapped AtmosphereRequest
        return atmosphereRequest;
    }
}",english,english,none,spanish,
636767ab1a6d9265ec01867b,"import java.nio.charset.StandardCharsets;

public class Utf8Writer {

    /** 
     * Escribe los bytes codificados en utf8 de la cadena en el {@link LinkedBuffer}.
     */
    public static LinkedBuffer writeUTF8(final CharSequence str, final WriteSession session, final LinkedBuffer lb) {
        if (str == null || lb == null) {
            throw new IllegalArgumentException(""Input string and LinkedBuffer cannot be null"");
        }

        byte[] utf8Bytes = str.toString().getBytes(StandardCharsets.UTF_8);
        lb.write(utf8Bytes);
        return lb;
    }
}

class LinkedBuffer {
    private byte[] buffer;
    private int position;

    public LinkedBuffer(int size) {
        buffer = new byte[size];
        position = 0;
    }

    public void write(byte[] bytes) {
        if (position + bytes.length > buffer.length) {
            throw new ArrayIndexOutOfBoundsException(""Not enough space in LinkedBuffer"");
        }
        System.arraycopy(bytes, 0, buffer, position, bytes.length);
        position += bytes.length;
    }

    // Additional methods for LinkedBuffer can be added here
}

class WriteSession {
    // Implementation of WriteSession can be added here
}",english,english,english,spanish,
6367675c1a6d9265ec01805b,"public class DoublyLinkedList {
    private Node head;
    private Node tail;

    private class Node {
        int data;
        Node next;
        Node prev;

        Node(int data) {
            this.data = data;
        }
    }

    public void removeFromTreeEdgeList() {
        if (head == null) {
            return; // List is empty, nothing to remove
        }

        // Remove head
        if (head.next != null) {
            head = head.next;
            head.prev = null;
        } else {
            head = null; // List becomes empty
        }

        // Remove tail
        if (tail != null) {
            if (tail.prev != null) {
                tail = tail.prev;
                tail.next = null;
            } else {
                tail = null; // List becomes empty
            }
        }
    }

    // Additional methods for the doubly linked list can be added here
}",english,english,none,spanish,
636767791a6d9265ec01826d,"import java.util.Properties;

public class VariableSubstitutor {

    /** 
     * Encuentra el valor correspondiente a <code>key</code> en <code>props</code>. Luego realiza la sustitución de variables en el valor encontrado.
     */
    public static String findAndSubst(String key, Properties props) {
        String value = props.getProperty(key);
        if (value == null) {
            return null; // or throw an exception based on your needs
        }

        // Perform variable substitution
        for (String propKey : props.stringPropertyNames()) {
            String placeholder = ""${"" + propKey + ""}"";
            value = value.replace(placeholder, props.getProperty(propKey));
        }

        return value;
    }

    public static void main(String[] args) {
        Properties props = new Properties();
        props.setProperty(""name"", ""John"");
        props.setProperty(""greeting"", ""Hello, ${name}!"");

        String result = findAndSubst(""greeting"", props);
        System.out.println(result); // Output: Hello, John!
    }
}",english,english,none,spanish,
636767001a6d9265ec01787f,"public class ArrayDetailAppender {

    /** 
     * <p>Agrega al <code>toString</code> el detalle de un arreglo de <code>int</code>.</p>
     * @param buffer  el <code>StringBuffer</code> a poblar
     * @param fieldName  el nombre del campo, típicamente no se utiliza ya que ya ha sido agregado
     * @param array  el arreglo que se añadirá al <code>toString</code>, no <code>null</code>
     */
    protected void appendDetail(StringBuffer buffer, String fieldName, int[] array) {
        if (array == null) {
            throw new IllegalArgumentException(""Array cannot be null"");
        }
        buffer.append(fieldName).append("": ["");
        for (int i = 0; i < array.length; i++) {
            buffer.append(array[i]);
            if (i < array.length - 1) {
                buffer.append("", "");
            }
        }
        buffer.append(""]"");
    }

    public static void main(String[] args) {
        ArrayDetailAppender appender = new ArrayDetailAppender();
        StringBuffer buffer = new StringBuffer();
        int[] array = {1, 2, 3, 4, 5};
        appender.appendDetail(buffer, ""myArray"", array);
        System.out.println(buffer.toString());
    }
}",none,english,english,spanish,
636766fe1a6d9265ec017834,"import java.util.UUID;

public class SessionUtil {
    /** 
     * ID de sesión. 
     */
    public static String sessionId() {
        return UUID.randomUUID().toString();
    }

    public static void main(String[] args) {
        System.out.println(""Generated Session ID: "" + sessionId());
    }
}",english,english,english,spanish,
636766ff1a6d9265ec01784b,"public class StringUtils {

    /** 
     * <p>Verifica si el <code>String</code> contiene solo caracteres numéricos.</p> 
     * <p><code>Null</code> y un <code>String</code> vacío devolverán <code>false</code>.</p>
     * @param str  el <code>String</code> a verificar
     * @return <code>true</code> si str contiene solo caracteres numéricos unicode
     */
    public static boolean isDigits(String str) {
        if (str == null || str.isEmpty()) {
            return false;
        }
        for (char c : str.toCharArray()) {
            if (!Character.isDigit(c)) {
                return false;
            }
        }
        return true;
    }

    public static void main(String[] args) {
        System.out.println(isDigits(""12345"")); // true
        System.out.println(isDigits(""123a5"")); // false
        System.out.println(isDigits(""""));      // false
        System.out.println(isDigits(null));    // false
    }
}",english,english,none,spanish,
636766fc1a6d9265ec0177da,"public class SeparadorParametro {

    /** 
     * Determina si un nombre de parámetro termina en la posición actual, es decir, si el carácter dado califica como un separador. 
     */
    private static boolean esSeparadorDeParametro(final char c) {
        // Definimos los caracteres que consideramos como separadores
        char[] separadores = {',', ';', ' ', '\t', '\n', '\r', '(', ')', '{', '}', '[', ']', '=', '&', '|', '<', '>', '?', ':', '/'};
        
        // Verificamos si el carácter dado es un separador
        for (char separador : separadores) {
            if (c == separador) {
                return true;
            }
        }
        return false;
    }

    public static void main(String[] args) {
        // Ejemplo de uso
        char testChar = ';';
        System.out.println(""¿Es separador? "" + esSeparadorDeParametro(testChar)); // Debería imprimir true
    }
}",spanish,spanish,spanish,spanish,
6367670c1a6d9265ec017a35,"public class StringUtils {

    /** 
     * <p>Verifica si una cadena termina con un sufijo especificado (opcionalmente sin distinguir entre mayúsculas y minúsculas).</p>
     * @see String#endsWith(String)
     * @param str  la cadena a verificar, puede ser nula
     * @param suffix el sufijo a encontrar, puede ser nulo
     * @param ignoreCase indica si la comparación debe ignorar las mayúsculas y minúsculas (sin distinguir entre mayúsculas y minúsculas) o no.
     * @return <code>true</code> si la cadena termina con el sufijo o ambos son <code>null</code>
     */
    private static boolean endsWith(final String str, final String suffix, final boolean ignoreCase) {
        if (str == null && suffix == null) {
            return true;
        }
        if (str == null || suffix == null) {
            return false;
        }
        if (ignoreCase) {
            return str.toLowerCase().endsWith(suffix.toLowerCase());
        } else {
            return str.endsWith(suffix);
        }
    }

    public static void main(String[] args) {
        System.out.println(endsWith(""HelloWorld"", ""world"", true)); // true
        System.out.println(endsWith(""HelloWorld"", ""World"", false)); // true
        System.out.println(endsWith(""HelloWorld"", ""Hello"", false)); // false
        System.out.println(endsWith(null, null, true)); // true
        System.out.println(endsWith(null, ""test"", true)); // false
    }
}",english,english,english,spanish,
6367667f1a6d9265ec01745d,"import java.net.URI;
import java.net.URISyntaxException;
import java.util.ArrayList;
import java.util.List;

public class PathSegmentDecoder {

    /** 
     * Decodifica el componente de ruta de una URI como segmentos de ruta.
     * @param u la URI. Si el componente de ruta es un componente de ruta absoluto, el '/' inicial se ignora y no se considera un delimitador de un segmento de ruta.
     * @param decode verdadero si los segmentos de ruta del componente de ruta deben estar en forma decodificada.
     * @return la lista de segmentos de ruta.
     */
    public static List<PathSegmentImpl> decodePath(URI u, boolean decode) {
        List<PathSegmentImpl> segments = new ArrayList<>();
        String path = u.getPath();
        
        // Ignorar el '/' inicial si es un componente de ruta absoluto
        if (path.startsWith(""/"")) {
            path = path.substring(1);
        }
        
        String[] pathSegments = path.split(""/"");
        
        for (String segment : pathSegments) {
            if (decode) {
                segment = decodeSegment(segment);
            }
            segments.add(new PathSegmentImpl(segment));
        }
        
        return segments;
    }

    private static String decodeSegment(String segment) {
        try {
            return java.net.URLDecoder.decode(segment, ""UTF-8"");
        } catch (Exception e) {
            // En caso de error, devolver el segmento original
            return segment;
        }
    }

    public static class PathSegmentImpl {
        private String segment;

        public PathSegmentImpl(String segment) {
            this.segment = segment;
        }

        public String getSegment() {
            return segment;
        }

        @Override
        public String toString() {
            return segment;
        }
    }

    public static void main(String[] args) {
        try {
            URI uri = new URI(""http://example.com/path/to/resource"");
            List<PathSegmentImpl> segments = decodePath(uri, true);
            for (PathSegmentImpl segment : segments) {
                System.out.println(segment);
            }
        } catch (URISyntaxException e) {
            e.printStackTrace();
        }
    }
}",spanish,english,none,spanish,
636766f11a6d9265ec017651,"public class ArrayUtil {

    private static final Character[] EMPTY_ARRAY = new Character[0];

    /** 
     * <p>Técnica de programación defensiva para cambiar una referencia <code>null</code> por una vacía.</p> 
     * <p>Este método devuelve un array vacío para un array de entrada <code>null</code>.</p> 
     * <p>Como técnica de optimización de memoria, un array vacío pasado será reemplazado por las referencias vacías <code>public static</code> en esta clase.</p>
     * @param array  el array a verificar si es <code>null</code> o vacío
     * @return el mismo array, un array vacío <code>public static</code> si la entrada es <code>null</code> o vacía
     * @since 2.5
     */
    public static Character[] nullToEmpty(final Character[] array) {
        if (array == null || array.length == 0) {
            return EMPTY_ARRAY;
        }
        return array;
    }

    public static void main(String[] args) {
        Character[] nullArray = null;
        Character[] emptyArray = {};
        Character[] nonEmptyArray = {'a', 'b', 'c'};

        System.out.println(nullToEmpty(nullArray).length); // Output: 0
        System.out.println(nullToEmpty(emptyArray).length); // Output: 0
        System.out.println(nullToEmpty(nonEmptyArray).length); // Output: 3
    }
}",none,english,none,spanish,
636767821a6d9265ec0183ab,"public class ExceptionChecker {
    
    private Throwable thrown;

    public ExceptionChecker(Throwable thrown) {
        this.thrown = thrown;
    }

    /** 
     * @return verdadero si getThrown().toString() es una cadena no vacía.
     */
    public boolean hasThrown() {
        return thrown != null && !thrown.toString().isEmpty();
    }

    public Throwable getThrown() {
        return thrown;
    }

    public static void main(String[] args) {
        ExceptionChecker checker = new ExceptionChecker(new Exception(""Error occurred""));
        System.out.println(checker.hasThrown()); // Output: true

        ExceptionChecker emptyChecker = new ExceptionChecker(new Exception());
        System.out.println(emptyChecker.hasThrown()); // Output: false

        ExceptionChecker nullChecker = new ExceptionChecker(null);
        System.out.println(nullChecker.hasThrown()); // Output: false
    }
}",english,english,english,spanish,
636767831a6d9265ec0183c9,"import java.util.Stack;

public class DiagnosticContext {
    private static Stack<String> contextStack = new Stack<>();

    /**
     * Observa el último contexto de diagnóstico en la parte superior de este NDC sin eliminarlo. 
     * El valor devuelto es el valor que se empujó por última vez. 
     * Si no hay contexto disponible, se devuelve la cadena vacía """".
     * @return String El contexto de diagnóstico más interno.
     */
    public static String peek() {
        return contextStack.isEmpty() ? """" : contextStack.peek();
    }

    // Método para empujar un nuevo contexto al stack
    public static void push(String context) {
        contextStack.push(context);
    }

    // Método para eliminar el contexto más interno
    public static String pop() {
        return contextStack.isEmpty() ? """" : contextStack.pop();
    }
}",spanish,english,none,spanish,
636767de1a6d9265ec01871c,"import java.util.HashMap;
import java.util.Map;

public class Accumulador {
    private Map<String, Long> acumulaciones;

    public Accumulador() {
        acumulaciones = new HashMap<>();
    }

    /** 
     * Acumula el valor con el valor existente en la misma clave dada.
     */
    public void acumulacionDeValor(String clave, Long valor) {
        acumulaciones.put(clave, acumulaciones.getOrDefault(clave, 0L) + valor);
    }

    public Map<String, Long> getAcumulaciones() {
        return acumulaciones;
    }

    public static void main(String[] args) {
        Accumulador acumulador = new Accumulador();
        acumulador.acumulacionDeValor(""clave1"", 10L);
        acumulador.acumulacionDeValor(""clave1"", 5L);
        acumulador.acumulacionDeValor(""clave2"", 20L);
        
        System.out.println(acumulador.getAcumulaciones()); // {clave1=15, clave2=20}
    }
}",spanish,spanish,spanish,spanish,
636766811a6d9265ec017496,"import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;
import java.io.InputStream;

public class FileIterator {
    private File[] files;
    private int currentIndex;

    public FileIterator(File directory) {
        if (directory.isDirectory()) {
            this.files = directory.listFiles();
        } else {
            this.files = new File[0];
        }
        this.currentIndex = 0;
    }

    /** 
     * Devuelve el siguiente objeto {@link java.io.File} o {@code null} si no hay más archivos disponibles.
     */
    public InputStream next() throws IOException {
        if (currentIndex < files.length) {
            File file = files[currentIndex++];
            return new FileInputStream(file);
        }
        return null;
    }
}",none,english,none,spanish,
6367677e1a6d9265ec01832e,"import java.util.logging.Logger;

public class LoggerChecker {

    /**
     * Verifica si el registrador nombrado existe en la jerarquía. Si es así, devuelve su referencia; de lo contrario, devuelve <code>null</code>.
     * @param name El nombre del registrador que se busca.
     * @return El registrador si existe, de lo contrario <code>null</code>.
     */
    public Logger exists(String name) {
        Logger logger = Logger.getLogger(name);
        return logger.getHandlers().length > 0 ? logger : null;
    }

    public static void main(String[] args) {
        LoggerChecker checker = new LoggerChecker();
        Logger logger = checker.exists(""myLogger"");
        if (logger != null) {
            System.out.println(""Logger found: "" + logger.getName());
        } else {
            System.out.println(""Logger not found."");
        }
    }
}",none,english,english,spanish,
6367670a1a6d9265ec0179e7,"import java.util.HashMap;
import java.util.Map;

public class ConverterRegistry {
    private Map<Class<?>, Converter> converterMap = new HashMap<>();

    /**
     * Busca y devuelve cualquier {@link Converter} registrado para la clase de destino especificada; si no hay un Converter registrado, devuelve <code>null</code>.
     * @param clazz Clase para la cual se debe devolver un Converter registrado
     * @return El {@link Converter} registrado o <code>null</code> si no se encuentra
     */
    public Converter lookup(final Class<?> clazz) {
        return converterMap.get(clazz);
    }

    public void registerConverter(Class<?> clazz, Converter converter) {
        converterMap.put(clazz, converter);
    }

    public interface Converter {
        // Define methods for the Converter interface
    }
}",english,english,none,spanish,
636767a41a6d9265ec018572,"import java.io.IOException;
import java.io.InputStream;

public class VarintReader {
    private InputStream input;

    public VarintReader(InputStream input) {
        this.input = input;
    }

    /** 
     * Lee un Varint crudo del flujo.
     */
    public long readRawVarint64() throws IOException {
        long result = 0;
        int shift = 0;
        int byteRead;

        while (true) {
            byteRead = input.read();
            if (byteRead == -1) {
                throw new IOException(""End of stream reached before Varint was fully read."");
            }
            result |= (long)(byteRead & 0x7F) << shift;
            if ((byteRead & 0x80) == 0) {
                break;
            }
            shift += 7;
            if (shift >= 64) {
                throw new IOException(""Varint is too long."");
            }
        }
        return result;
    }
}",english,english,english,spanish,
636767021a6d9265ec0178bb,"public class ArrayUtil {

    private static final Double[] EMPTY_ARRAY = new Double[0];

    /** 
     * <p>Técnica de programación defensiva para cambiar una referencia <code>null</code> por una vacía.</p> 
     * <p>Este método devuelve un array vacío para un array de entrada <code>null</code>.</p> 
     * <p>Como técnica de optimización de memoria, un array vacío pasado será reemplazado por las referencias vacías <code>public static</code> en esta clase.</p>
     * @param array  el array a verificar si es <code>null</code> o vacío
     * @return el mismo array, un array vacío <code>public static</code> si la entrada es <code>null</code> o vacía
     * @since 2.5
     */
    public static Double[] nullToEmpty(final Double[] array) {
        if (array == null || array.length == 0) {
            return EMPTY_ARRAY;
        }
        return array;
    }

    public static void main(String[] args) {
        Double[] testArray1 = null;
        Double[] testArray2 = {};
        Double[] testArray3 = {1.0, 2.0, 3.0};

        System.out.println(nullToEmpty(testArray1).length); // Output: 0
        System.out.println(nullToEmpty(testArray2).length); // Output: 0
        System.out.println(nullToEmpty(testArray3).length); // Output: 3
    }
}",english,english,none,spanish,
636767021a6d9265ec0178b2,"import java.util.ArrayList;
import java.util.List;

public class StackFrameExtractor {

    /**
     * Extrae tantos tipos abstractos de la pila de marcos de salida como lo describe el descriptor dado.
     * @param descriptor un tipo o descriptor de método (en cuyo caso se extraen sus tipos de argumento).
     */
    private void pop(final String descriptor) {
        List<String> extractedTypes = new ArrayList<>();
        
        // Simulación de la extracción de tipos a partir del descriptor
        if (descriptor.startsWith(""("") && descriptor.contains("")"")) {
            int startIndex = descriptor.indexOf('(') + 1;
            int endIndex = descriptor.indexOf(')');
            String args = descriptor.substring(startIndex, endIndex);
            
            if (!args.isEmpty()) {
                String[] types = args.split("","");
                for (String type : types) {
                    extractedTypes.add(type.trim());
                }
            }
        } else {
            // Si el descriptor no es un descriptor de método, se puede manejar de otra manera
            extractedTypes.add(descriptor);
        }

        // Aquí se podría hacer algo con los tipos extraídos, como imprimirlos
        for (String type : extractedTypes) {
            System.out.println(""Tipo extraído: "" + type);
        }
    }

    public static void main(String[] args) {
        StackFrameExtractor extractor = new StackFrameExtractor();
        extractor.pop(""(I,Ljava/lang/String;)V""); // Ejemplo de uso
    }
}",spanish,english,spanish,spanish,
